date,team,name,position,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
21_02_03,PHI,James van Riemsdyk,L,14.016666666667,0,2,3,0,0.29,2.6,0.0,0.0,0.0,0.0,0.2,0.23333333333333,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,16.850000000000332,20.8,74.06528189910834
21_02_03,T.B,Victor Hedman,D,14.65,1,1,2,1,0.08,3.9166666666667,0.0,0.0,0.0,0.0,0.0,2.9666666666667,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,21.5333333333334,24.8,69.10216718266233
21_02_03,T.B,Blake Coleman,C,13.883333333333,0,2,2,0,0.15,0.11666666666667,0.0,0.0,0.0,0.0,0.0,1.4666666666667,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,15.466666666666372,19.2,74.48275862069107
21_02_03,PHI,Travis Sanheim,D,19.083333333333,0,2,0,1,0.01,0.33333333333333,0.0,0.0,0.0,0.0,0.0,0.38333333333333,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,19.79999999999966,17.6,53.33333333333426
21_02_03,BOS,Patrice Bergeron,C,13.516666666667,0,1,1,2,0.12,4.65,1.0,2.0,2.0,0.0,0.36,1.7,0.0,0.0,0.0,0.0,0.0,12.8,32.7,0.0,19.866666666666998,45.5,137.41610738254806
21_02_03,T.B,Alex Killorn,L,12.583333333333,1,0,1,1,0.09,3.4833333333333,0.0,0.0,1.0,0.0,0.05,2.7166666666667,0.0,0.0,0.0,0.0,0.0,15.2,1.6,0.0,18.783333333333,16.8,53.66459627329288
21_02_03,T.B,Ryan McDonagh,D,17.033333333333,1,0,1,1,0.16,0.11666666666667,0.0,0.0,0.0,0.0,0.0,3.0333333333333,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,20.18333333333297,15.2,45.18579686209824
21_02_03,PHI,Jakub Voracek,R,13.65,1,0,2,1,0.1,1.9166666666667,0.0,0.0,0.0,0.0,0.0,0.23333333333333,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,15.800000000000031,16.8,63.79746835443025
21_02_03,T.B,Steven Stamkos,C,13.8,0,1,1,0,0.03,4.25,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,18.6,9.6,30.967741935483872
21_02_03,T.B,Luke Schenn,D,10.133333333333,0,1,2,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.18333333333333,0.0,0.0,0.0,0.0,0.0,12.799999999999999,0.0,0.0,10.31666666666633,12.799999999999999,74.4426494345743
21_02_03,T.B,Tyler Johnson,C,12.683333333333,0,1,5,0,0.31,2.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,15.3499999999997,16.0,62.54071661237908
21_02_03,PHI,Kevin Hayes,C,13.9,1,0,3,0,0.24,2.2166666666667,0.0,0.0,0.0,0.0,0.0,1.6166666666667,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,17.7333333333334,16.8,56.84210526315769
21_02_03,T.B,Ondrej Palat,L,11.533333333333,0,1,2,1,0.03,3.8333333333333,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,12.799999999999999,0.0,0.0,15.466666666666299,12.799999999999999,49.65517241379428
21_02_03,T.B,Barclay Goodrow,C,11.95,0,1,1,1,0.19,0.11666666666667,0.0,0.0,0.0,0.0,0.0,2.1333333333333,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,14.19999999999997,11.2,47.323943661971924
21_02_03,PHI,Scott Laughton,C,13.05,0,1,1,2,0.08,0.68333333333333,0.0,0.0,0.0,0.0,0.0,1.9333333333333,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,15.66666666666663,12.8,49.0212765957448
21_02_03,DET,Christian Djoos,D,13.55,0,1,0,1,0.01,3.4,0.0,0.0,1.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,9.6,1.6,0.0,16.95,11.2,39.64601769911504
21_02_03,DET,Anthony Mantha,R,10.85,1,0,1,0,0.05,3.1,0.0,0.0,1.0,0.0,0.1,0.53333333333333,0.0,0.0,0.0,0.0,0.0,13.6,1.6,0.0,14.483333333333329,15.2,62.96892980437286
21_02_03,BOS,David Pastrnak,R,16.15,1,0,5,0,0.38,4.65,2.0,1.0,2.0,0.0,0.41,0.71666666666667,0.0,0.0,0.0,0.0,0.0,20.0,36.7,0.0,21.516666666666666,56.7,158.10999225406664
21_02_03,T.B,Brayden Point,C,12.516666666667,1,0,2,1,0.3,3.75,0.0,0.0,1.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,16.8,1.6,0.0,16.366666666667,18.400000000000002,67.45417515274812
21_02_03,T.B,Anthony Cirelli,C,12.083333333333,1,0,2,1,0.13,2.35,0.0,0.0,0.0,0.0,0.0,3.1666666666667,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,17.5999999999997,16.8,57.272727272728254
21_02_03,PHI,Philippe Myers,D,18.683333333333,0,1,2,2,0.06,0.0,0.0,0.0,0.0,0.0,0.0,2.5833333333333,0.0,0.0,0.0,0.0,0.0,14.399999999999999,0.0,0.0,21.2666666666663,14.399999999999999,40.6269592476496
21_02_03,BOS,Charlie McAvoy,D,18.766666666667,0,1,3,1,0.06,3.1,0.0,0.0,1.0,0.0,0.05,1.35,0.0,0.0,0.0,0.0,0.0,14.4,1.6,0.0,23.216666666667003,16.0,41.349605168700045
21_02_03,T.B,Mikhail Sergachev,D,16.466666666667,0,1,0,1,0.07,3.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,19.616666666667,9.6,29.362786745963813
21_02_03,PHI,Joel Farabee,L,12.4,1,0,1,1,0.05,0.68333333333333,0.0,0.0,0.0,0.0,0.0,2.1666666666667,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,15.25000000000003,15.2,59.803278688524465
21_02_03,DET,Valtteri Filppula,C,12.95,0,0,1,0,0.06,0.15,0.0,0.0,0.0,0.0,0.0,0.13333333333333,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,13.233333333333329,1.6,7.254408060453404
21_02_03,DET,Frans Nielsen,C,11.733333333333,0,0,1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,14.033333333333001,1.6,6.840855106888524
21_02_03,BOS,David Krejci,C,13.3,0,0,1,1,0.08,2.5833333333333,0.0,1.0,1.0,0.0,0.03,0.71666666666667,0.0,0.0,0.0,0.0,0.0,3.2,10.1,0.0,16.59999999999997,13.3,48.072289156626596
21_02_03,DET,Bobby Ryan,R,12.733333333333,0,0,0,1,0.05,3.1333333333333,0.0,0.0,0.0,0.0,0.0,0.11666666666667,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,15.983333333332972,1.6,6.006256517205558
21_02_03,DET,Marc Staal,D,15.833333333333,0,0,1,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,3.4166666666667,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,19.2499999999997,1.6,4.987012987013064
21_02_03,DET,Darren Helm,L,10.383333333333,0,0,0,0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,3.8166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1999999999997,0.0,0.0
21_02_03,BOS,Brad Marchand,L,16.25,0,0,1,1,0.12,4.65,0.0,1.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,3.2,8.5,0.0,22.5,11.7,31.200000000000003
21_02_03,PHI,Claude Giroux,C,14.383333333333,0,0,2,0,0.14,1.9166666666667,0.0,0.0,1.0,0.0,0.03,0.53333333333333,0.0,0.0,0.0,0.0,0.0,3.2,1.6,0.0,16.833333333333034,4.800000000000001,17.108910891089415
21_02_03,PHI,Justin Braun,D,14.416666666667,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,16.416666666667,1.6,5.847715736040492
21_02_03,T.B,Pat Maroon,L,11.433333333333,0,0,0,0,0.0,2.3833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8166666666663,0.0,0.0
21_02_03,DET,Sam Gagner,C,13.4,0,0,0,1,0.04,2.8666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,16.2666666666667,1.6,5.901639344262282
21_02_03,BOS,Craig Smith,C,13.4,0,0,1,0,0.09,0.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,13.73333333333333,1.6,6.9902912621359246
21_02_03,BOS,Charlie Coyle,C,11.95,0,0,1,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.6166666666667,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,13.566666666666698,1.6,7.07616707616706
21_02_03,DET,Patrik Nemeth,D,16.416666666667,0,0,2,0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,1.0,0.0,3.2,0.0,1.6,20.216666666667,4.800000000000001,14.245671887881054
21_02_03,DET,Jon Merrill,D,17.0,0,0,0,1,0.01,2.6,0.0,0.0,0.0,1.0,0.0,2.5666666666667,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.0,22.1666666666667,3.2,8.661654135338333
21_02_03,BOS,Chris Wagner,R,12.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6,13.8333333333333,1.6,6.939759036144595
21_02_03,BOS,Kevan Miller,D,14.483333333333,0,0,1,1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.6166666666667,0.0,0.0,1.0,0.0,0.0,3.2,0.0,1.6,18.0999999999997,4.800000000000001,15.911602209945016
21_02_03,BOS,Sean Kuraly,C,12.233333333333,0,0,3,0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,1.0666666666667,0.0,0.0,1.0,0.0,0.22,4.800000000000001,0.0,1.6,13.2999999999997,6.4,28.87218045112847
21_02_03,DET,Vladislav Namestnikov,C,11.5,0,0,1,1,0.03,2.7166666666667,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,16.0166666666667,3.2,11.987513007284054
