date,team,name,position,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
19_11_11,CAR,Joel Edmundson,D,15.883333333333,1,2,3,0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,3.2166666666667,0.0,0.0,0.0,1.0,0.0,32.8,0.0,1.6,19.0999999999997,34.4,108.0628272251326
19_11_11,WSH,Evgeny Kuznetsov,C,19.35,2,0,4,0,0.51,4.1166666666667,0.0,0.0,1.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,30.4,1.6,0.0,23.4666666666667,32.0,81.8181818181817
19_11_11,CAR,Ryan Dzingel,C,14.05,1,1,2,0,0.23,2.7166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,0.0,0.0,16.7666666666667,23.2,83.02186878727616
19_11_11,CAR,Brett Pesce,D,17.716666666667,0,2,4,2,0.12,0.4,0.0,0.0,0.0,0.0,0.0,3.2166666666667,0.0,0.0,0.0,0.0,0.0,25.599999999999998,0.0,0.0,21.333333333333698,25.599999999999998,71.99999999999876
19_11_11,CAR,Warren Foegele,L,13.166666666667,1,1,4,0,0.28,0.85,0.0,0.0,0.0,0.0,0.0,2.6333333333333,0.0,0.0,0.0,0.0,0.0,26.4,0.0,0.0,16.6500000000003,26.4,95.13513513513342
19_11_11,CAR,Andrei Svechnikov,R,9.4833333333333,0,2,1,1,0.04,2.7166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.200000000000003,0.0,0.0,12.200000000000001,19.200000000000003,94.42622950819673
19_11_11,ARI,Brad Richardson,R,12.783333333333,0,1,1,1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3.2666666666667,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,16.0499999999997,11.2,41.86915887850546
19_11_11,WSH,Alex Ovechkin,L,19.7,0,1,5,0,0.37,5.8166666666667,0.0,0.0,2.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.2,0.0,25.5166666666667,19.2,45.14696276943168
19_11_11,ARI,Alex Goligoski,D,21.8,0,1,2,3,0.08,1.9,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,27.0,16.0,35.55555555555556
19_11_11,WSH,T.J. Oshie,R,16.6,1,0,4,1,0.46,4.1166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.7166666666667,20.0,57.92437650844721
19_11_11,ARI,Michael Grabner,R,10.9,1,0,2,0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,1.0,0.0,0.12,15.2,0.0,1.6,13.65,16.8,73.84615384615385
19_11_11,OTT,Tyler Ennis,C,10.616666666667,0,1,0,2,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,14.316666666667,11.2,46.93830034924221
19_11_11,WSH,John Carlson,D,23.0,0,1,3,3,0.1,4.2833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,27.2833333333333,17.6,38.70494807574837
19_11_11,OTT,Mark Borowiecki,D,15.533333333333,0,1,3,1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,2.6333333333333,0.0,0.0,1.0,0.0,0.07,14.4,0.0,1.6,18.1666666666663,16.0,52.844036697248775
19_11_11,CAR,Nino Niederreiter,R,11.433333333333,0,1,0,1,0.09,2.7666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,14.199999999999699,9.6,40.563380281690996
19_11_11,CAR,Dougie Hamilton,D,15.766666666667,1,0,2,0,0.11,2.5833333333333,0.0,0.0,0.0,0.0,0.05,2.4833333333333,0.0,0.0,0.0,1.0,0.0,15.2,0.0,1.6,20.8333333333336,16.8,48.38399999999939
19_11_11,WSH,Tom Wilson,R,17.9,0,1,2,0,0.15,1.7666666666667,0.0,0.0,0.0,0.0,0.0,1.9666666666667,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,21.6333333333334,11.2,31.06317411402147
19_11_11,CAR,Teuvo Teravainen,L,11.65,0,1,0,0,0.0,2.7166666666667,0.0,0.0,1.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.6,0.0,14.366666666666701,9.6,40.09280742459387
19_11_11,OTT,Chris Tierney,C,11.5,0,1,1,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,2.1333333333333,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,13.6333333333333,9.6,42.24938875305634
19_11_11,ARI,Vinnie Hinostroza,C,14.133333333333,0,1,4,1,0.17,1.1166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,15.249999999999702,16.0,62.950819672132376
19_11_11,CAR,Haydn Fleury,D,12.383333333333,1,0,3,1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,18.400000000000002,0.0,0.0,12.683333333333001,18.400000000000002,87.04336399474604
19_11_11,WSH,Jakub Vrana,L,13.6,0,1,3,0,0.23,1.7666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,15.3666666666667,12.8,49.97830802603027
19_11_11,OTT,Colin White,C,10.383333333333,1,0,1,0,0.12,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,14.283333333333001,13.6,57.12952158693248
19_11_11,CAR,Sebastian Aho,R,11.133333333333,1,0,1,0,0.24,2.7166666666667,0.0,0.0,0.0,0.0,0.0,1.0666666666667,1.0,0.0,1.0,0.0,0.38,13.6,0.0,15.6,14.916666666666401,29.2,117.45251396648254
19_11_11,ARI,Christian Fischer,R,13.016666666667,1,0,3,0,0.33,0.016666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,13.033333333333667,16.8,77.34015345268345
19_11_11,OTT,Thomas Chabot,D,18.75,0,1,1,3,0.06,3.9833333333333,0.0,0.0,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.6,0.0,22.7333333333333,16.0,42.22873900293261
19_11_11,ARI,Clayton Keller,C,13.916666666667,1,0,2,0,0.35,1.9,0.0,0.0,1.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.6,0.0,15.816666666667,16.8,63.73024236037801
19_11_11,WSH,Michal Kempny,D,19.95,0,1,0,1,0.03,0.066666666666667,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,21.916666666666664,9.6,26.281368821292777
19_11_11,CAR,Martin Necas,C,10.45,0,1,1,1,0.08,2.9,1.0,0.0,1.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,11.2,14.1,0.0,13.35,25.299999999999997,113.70786516853931
19_11_11,CAR,Eetu Luostarinen,C,10.733333333333,0,1,2,1,0.12,0.016666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.799999999999999,0.0,0.0,10.749999999999668,12.799999999999999,71.44186046511848
19_11_11,OTT,Brady Tkachuk,L,10.683333333333,1,0,5,1,0.91,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,14.383333333332999,21.6,90.10428736964289
19_11_11,OTT,Ron Hainsey,D,13.9,0,0,1,0,0.11,0.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.6,0.0,1.6,17.200000000000003,3.2,11.162790697674417
19_11_11,ARI,Carl Soderberg,C,14.466666666667,0,0,2,0,0.11,2.1,0.0,0.0,1.0,0.0,0.09,2.2666666666667,0.0,0.0,0.0,0.0,0.0,3.2,1.6,0.0,18.8333333333337,4.800000000000001,15.292035398229793
19_11_11,OTT,Bobby Ryan,R,10.333333333333,0,0,0,0,0.01,2.1,0.0,0.0,1.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,12.433333333333,1.6,7.721179624665088
19_11_11,CAR,Jordan Staal,C,13.533333333333,0,0,1,0,0.09,1.6666666666667,0.0,0.0,0.0,0.0,0.0,3.0166666666667,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,18.2166666666664,1.6,5.269899359560919
