date,team,name,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
21_01_16,MIN,Ryan Suter,18.15,0,2,4,0,0.15,3.8666666666667,0.0,0.0,1.0,0.0,0.1,2.1,0.0,0.0,0.0,0.0,0.0,22.4,1.6,0.0,24.1166666666667,24.0,59.70974429854864
21_01_16,L.A,Jeff Carter,11.966666666667,0,2,3,2,0.08,2.2666666666667,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,1.0,0.0,0.06,24.0,0.0,1.6,16.6833333333337,25.6,92.06793206793006
21_01_16,ARI,Derick Brassard,13.283333333333,0,2,0,0,0.13,2.2833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,15.566666666666299,16.0,61.67023554604
21_01_16,CBJ,Michael Del Zotto,14.283333333333,0,2,3,1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,22.400000000000002,0.0,0.0,15.033333333333,22.400000000000002,89.40133037694213
21_01_16,ARI,Oliver Ekman-Larsson,13.766666666667,0,2,2,1,0.02,1.7833333333333,0.0,1.0,0.0,0.0,0.0,1.6333333333333,0.0,0.0,0.0,0.0,0.0,20.8,8.5,0.0,17.1833333333336,29.3,102.30843840930976
21_01_16,MTL,Tomas Tatar,13.066666666667,2,0,2,2,0.16,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4,0.0,0.0,13.866666666667001,30.4,131.53846153845836
21_01_16,MTL,Brendan Gallagher,12.45,0,2,3,0,0.16,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,13.799999999999999,20.8,90.43478260869567
21_01_16,VGK,Mark Stone,16.916666666667,0,2,1,0,0.06,0.95,0.0,0.0,0.0,0.0,0.0,0.93333333333333,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,18.800000000000328,17.6,56.17021276595648
21_01_16,MTL,Phillip Danault,13.4,0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8333333333333,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,16.2333333333333,17.6,65.05133470225887
21_01_16,MIN,Matt Dumba,17.816666666667,2,0,4,0,0.21,4.0666666666667,0.0,0.0,1.0,0.0,0.07,2.2,0.0,0.0,0.0,0.0,0.0,30.4,1.6,0.0,24.0833333333337,32.0,79.72318339100224
21_01_16,NYR,Pavel Buchnevich,12.45,2,0,3,1,0.22,4.7666666666667,0.0,1.0,2.0,0.0,0.07,3.3833333333333,0.0,0.0,0.0,0.0,0.0,30.400000000000002,11.7,0.0,20.6,42.1,122.62135922330096
21_01_16,DET,Dylan Larkin,18.083333333333,2,0,3,0,1.09,0.91666666666667,0.0,0.0,0.0,0.0,0.0,1.7833333333333,0.0,0.0,0.0,0.0,0.0,28.8,0.0,0.0,20.783333333332973,28.8,83.1435445068178
21_01_16,MIN,Jordan Greenway,15.95,0,2,2,0,0.25,0.21666666666667,0.0,0.0,0.0,0.0,0.0,1.9666666666667,0.0,0.0,0.0,1.0,0.0,19.2,0.0,1.6,18.13333333333337,20.8,68.82352941176458
21_01_16,TOR,Mitchell Marner,16.866666666667,1,1,1,1,0.05,4.5166666666667,0.0,1.0,1.0,1.0,0.11,2.3833333333333,0.0,0.0,0.0,0.0,0.0,23.200000000000003,11.7,0.0,23.766666666667003,34.900000000000006,88.10659186535642
