date,team,name,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
21_01_19,PHI,Kevin Hayes,13.883333333333,1,1,4,0,0.5,2.2333333333333,0.0,0.0,0.0,0.0,0.0,1.9666666666667,0.0,0.0,1.0,0.0,0.0,26.4,0.0,1.6,18.083333333333,28.0,92.90322580645332
21_01_19,WSH,Tom Wilson,17.016666666667,2,0,3,0,0.15,1.3,0.0,0.0,0.0,0.0,0.0,0.066666666666667,0.0,0.0,0.0,0.0,0.0,28.8,0.0,0.0,18.383333333333667,28.8,93.99818676337091
21_01_19,FLA,Anthony Duclair,14.9,0,2,5,0,0.22,1.4,0.0,0.0,1.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.6,0.0,16.3,25.6,94.23312883435582
21_01_19,FLA,Carter Verhaeghe,18.0,2,0,4,0,0.47,1.6833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4,0.0,0.0,19.6833333333333,30.4,92.66723116003402
21_01_19,FLA,Aleksander Barkov,16.816666666667,0,2,5,0,0.64,3.2333333333333,0.0,0.0,0.0,0.0,0.0,0.083333333333333,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,20.13333333333363,24.0,71.52317880794595
21_01_19,WPG,Josh Morrissey,17.883333333333,0,2,2,0,0.06,5.0666666666667,0.0,0.0,0.0,0.0,0.0,4.3833333333333,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,27.333333333332998,19.2,42.146341463415155
21_01_19,N.J,Jack Hughes,14.183333333333,2,0,2,0,0.48,1.1833333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,8.5,0.0,15.3666666666663,35.7,139.39262472885366
21_01_19,DET,Frans Nielsen,10.55,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,10.55,8.0,45.49763033175355
21_01_19,WSH,Alex Ovechkin,16.366666666667,0,1,1,0,0.08,1.9666666666667,0.0,0.0,1.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,9.6,1.6,0.0,18.3333333333337,11.2,36.65454545454472
21_01_19,WPG,Blake Wheeler,16.216666666667,1,0,4,0,0.24,5.1,0.0,1.0,1.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,18.4,10.1,0.0,21.316666666666997,28.5,80.21892103205505
21_01_19,N.J,Travis Zajac,13.1,1,0,2,1,0.31,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,16.85,16.8,59.82195845697329
21_01_19,PIT,Sidney Crosby,18.216666666667,1,0,3,1,0.63,2.2166666666667,0.0,2.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,18.400000000000002,17.0,0.0,20.4333333333337,35.400000000000006,103.94779771614823
21_01_19,DET,Bobby Ryan,12.733333333333,1,0,3,1,0.19,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.400000000000002,0.0,0.0,14.483333333333,18.400000000000002,76.22554660529521
21_01_19,L.A,Anze Kopitar,17.283333333333,0,1,0,1,0.1,2.8166666666667,0.0,1.0,1.0,0.0,0.09,2.15,0.0,0.0,0.0,0.0,0.0,9.6,10.1,0.0,22.2499999999997,19.7,53.12359550561869
21_01_19,WSH,T.J. Oshie,15.083333333333,0,1,2,0,0.18,1.9666666666667,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,17.0999999999997,11.2,39.29824561403578
21_01_19,PIT,Kris Letang,24.566666666667,0,1,4,1,0.18,2.2333333333333,0.0,1.0,0.0,0.0,0.0,1.4333333333333,0.0,0.0,0.0,0.0,0.0,16.0,8.5,0.0,28.2333333333336,24.5,52.06611570247885
