date,team,name,position,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
20_02_04,COL,Andre Burakovsky,L,14.083333333333,1,3,1,1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.2,0.0,0.0,14.083333333333,39.2,167.00591715976728
20_02_04,WSH,Alex Ovechkin,L,16.75,3,0,5,0,1.34,1.4333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,18.1833333333333,44.0,145.18790100824958
20_02_04,WSH,John Carlson,D,20.283333333333,1,2,2,2,0.09,1.1833333333333,0.0,0.0,0.0,0.0,0.0,1.5333333333333,0.0,0.0,0.0,0.0,0.0,34.4,0.0,0.0,22.999999999999602,34.4,89.73913043478416
20_02_04,COL,Valeri Nichushkin,R,13.6,1,2,3,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8,0.0,0.0,13.6,32.8,144.70588235294116
20_02_04,S.J,Joe Thornton,C,16.416666666667,0,2,0,1,0.0,1.1666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,17.583333333333698,17.6,60.05687203791345
20_02_04,STL,Jay Bouwmeester,D,16.8,0,2,1,1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.6333333333333,0.0,0.0,0.0,1.0,0.0,19.200000000000003,0.0,1.6,20.4333333333333,20.800000000000004,61.07667210440468
20_02_04,L.A,Jeff Carter,C,12.133333333333,2,0,3,0,0.15,1.2833333333333,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,28.8,0.0,0.0,14.1666666666663,28.8,121.97647058823846
20_02_04,COL,Nazem Kadri,C,14.133333333333,1,1,4,0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,0.0,0.0,14.133333333333,26.4,112.07547169811583
20_02_04,VGK,Brayden McNabb,D,17.0,0,2,0,3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.43333333333333,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,17.43333333333333,20.8,71.58699808795413
20_02_04,T.B,Ondrej Palat,L,15.45,0,2,1,0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1.0666666666667,0.0,0.0,0.0,1.0,0.0,17.6,0.0,1.6,16.516666666666698,19.200000000000003,69.74772956609473
20_02_04,T.B,Nikita Kucherov,R,15.383333333333,0,2,1,0,0.06,0.88333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,16.26666666666633,17.6,64.91803278688658
20_02_04,STL,Colton Parayko,D,18.566666666667,1,1,3,0,0.07,1.3166666666667,0.0,0.0,0.0,0.0,0.0,3.6333333333333,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,23.516666666667,24.8,63.27427356484674
20_02_04,STL,Zach Sanford,L,11.383333333333,2,0,3,0,0.15,1.05,0.0,0.0,0.0,0.0,0.0,2.5333333333333,0.0,0.0,0.0,1.0,0.0,28.8,0.0,1.6,14.9666666666663,30.400000000000002,121.8708240534551
20_02_04,COL,Nikita Zadorov,D,17.45,1,1,2,0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,1.6333333333333,0.0,0.0,0.0,0.0,0.0,23.2,0.0,0.0,19.0833333333333,23.2,72.94323144104816
20_02_04,T.B,Brayden Point,C,16.1,1,1,2,0,0.09,0.88333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,0.0,0.0,16.98333333333333,23.2,81.96270853778215
