date,team,name,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
19_12_15,MIN,Ryan Suter,21.333333333333,0,2,0,4,0.06,0.88333333333333,0.0,1.0,0.0,0.0,0.0,1.1833333333333,0.0,0.0,0.0,0.0,0.0,22.4,8.5,0.0,23.399999999999633,30.9,79.23076923077046
19_12_15,L.A,Anze Kopitar,13.016666666667,2,0,2,1,0.36,3.5666666666667,0.0,0.0,2.0,0.0,0.07,1.5,0.0,0.0,0.0,0.0,0.0,28.8,3.2,0.0,18.083333333333698,32.0,106.17511520737114
19_12_15,CHI,Jonathan Toews,13.4,0,2,1,0,0.02,2.3,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,17.6,8.5,0.0,16.0,26.1,97.875
19_12_15,CHI,Patrick Kane,16.783333333333,2,0,5,0,0.53,2.6166666666667,1.0,0.0,2.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,32.0,15.7,0.0,19.3999999999997,47.7,147.5257731958786
19_12_15,VGK,Max Pacioretty,13.85,1,1,3,0,0.18,2.45,1.0,1.0,2.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,24.8,24.2,0.0,16.3,49.0,180.3680981595092
19_12_15,VGK,Mark Stone,13.483333333333,1,1,3,1,0.4,3.0333333333333,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,1.0,0.0,0.18,26.400000000000002,0.0,1.6,18.0666666666663,28.000000000000004,92.98892988930079
19_12_15,CHI,Connor Murphy,24.083333333333,0,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88333333333333,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,24.96666666666633,20.8,49.98664886515421
19_12_15,DET,Madison Bowey,17.583333333333,1,1,2,2,0.11,0.43333333333333,0.0,0.0,0.0,0.0,0.0,0.36666666666667,0.0,0.0,0.0,0.0,0.0,26.4,0.0,0.0,18.383333333333002,26.4,86.16500453309311
19_12_15,MIN,Kevin Fiala,15.566666666667,2,0,5,0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,15.566666666667,32.0,123.34047109207445
19_12_15,VAN,Brock Boeser,16.483333333333,1,1,2,0,0.17,2.5833333333333,0.0,0.0,1.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,23.2,1.6,0.0,19.0666666666663,24.8,78.04195804195955
19_12_15,L.A,Alex Iafallo,12.733333333333,0,2,2,0,0.04,3.3833333333333,0.0,0.0,0.0,0.0,0.0,1.7666666666667,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,17.883333333333002,19.2,64.4175209692463
19_12_15,VGK,Deryk Engelland,18.533333333333,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2333333333333,0.0,0.0,0.0,2.0,0.0,8.0,0.0,3.2,20.7666666666663,11.2,32.35955056179832
19_12_15,L.A,Jeff Carter,12.55,1,0,6,0,0.82,2.4666666666667,0.0,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,17.6666666666667,21.6,73.3584905660376
19_12_15,L.A,Dustin Brown,13.683333333333,0,1,0,1,0.0,3.3833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,17.0666666666663,9.6,33.750000000000725
19_12_15,WPG,Blake Wheeler,13.35,0,1,2,0,0.17,3.75,1.0,1.0,1.0,0.0,0.06,0.31666666666667,0.0,0.0,0.0,0.0,0.0,11.2,22.6,0.0,17.41666666666667,33.8,116.44019138755976
19_12_15,VGK,Paul Stastny,11.466666666667,0,1,3,0,0.51,2.0166666666667,0.0,0.0,0.0,0.0,0.0,1.0333333333333,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,14.516666666667,12.8,52.90470723306424
19_12_15,PHI,James van Riemsdyk,14.166666666667,1,0,1,0,0.11,0.28333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,8.5,0.0,14.45000000000033,22.1,91.76470588235085
19_12_15,VGK,Nick Holden,18.583333333333,1,0,3,1,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.4166666666667,0.0,0.0,0.0,0.0,0.0,18.400000000000002,0.0,0.0,19.9999999999997,18.400000000000002,55.20000000000083
19_12_15,WPG,Luca Sbisa,18.233333333333,1,0,1,0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,18.883333333333,13.6,43.212709620477376
19_12_15,VAN,Antoine Roussel,12.883333333333,0,1,1,1,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,12.883333333333,11.2,52.1604139715408
19_12_15,L.A,Kyle Clifford,12.866666666667,0,1,3,0,0.35,0.18333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,13.05000000000033,12.8,58.8505747126422
19_12_15,VGK,Reilly Smith,13.933333333333,0,1,3,0,0.2,2.0833333333333,0.0,0.0,0.0,0.0,0.05,0.98333333333333,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,16.99999999999963,12.8,45.17647058823628
19_12_15,WPG,Gabriel Bourque,8.2833333333333,0,1,0,0,0.28,0.23333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.51666666666663,8.0,56.36007827788674
19_12_15,VAN,Christopher Tanev,14.683333333333,0,1,0,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,3.8333333333333,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,18.5166666666663,9.6,31.107110711071723
19_12_15,L.A,Tyler Toffoli,12.0,1,0,1,0,0.11,2.4333333333333,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,1.0,0.0,0.05,13.6,0.0,1.6,16.3333333333333,15.2,55.83673469387766
19_12_15,PHI,Kevin Hayes,14.116666666667,0,1,4,0,0.52,0.28333333333333,0.0,1.0,1.0,0.0,0.07,2.3833333333333,0.0,0.0,1.0,0.0,0.05,14.4,10.1,1.6,16.78333333333363,26.1,93.30685203574811
19_12_15,WPG,Adam Lowry,13.2,0,1,1,0,0.11,2.7666666666667,0.0,0.0,0.0,0.0,0.14,1.0333333333333,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,17.0,9.6,33.88235294117647
19_12_15,WPG,Logan Shaw,7.9166666666667,1,0,1,0,0.16,0.23333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,8.15000000000003,13.6,100.12269938650269
19_12_15,WPG,Nick Shore,11.583333333333,0,1,0,0,0.0,0.11666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,11.69999999999967,8.0,41.02564102564218
19_12_15,CHI,Brandon Saad,15.116666666667,1,0,3,0,0.22,0.71666666666667,0.0,0.0,0.0,0.0,0.0,0.58333333333333,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,16.416666666667,16.8,61.40101522842516
19_12_15,VGK,William Karlsson,14.183333333333,0,1,0,0,0.05,2.55,0.0,0.0,0.0,0.0,0.0,1.7833333333333,0.0,0.0,1.0,0.0,0.09,8.0,0.0,1.6,18.5166666666663,9.6,31.107110711071723
19_12_15,PHI,Sean Couturier,13.6,0,1,2,0,0.38,1.0666666666667,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,18.2666666666667,11.2,36.78832116788314
19_12_15,VGK,Jonathan Marchessault,14.45,1,0,4,0,0.24,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,16.45,18.4,67.11246200607903
19_12_15,PHI,Shayne Gostisbehere,17.966666666667,1,0,1,0,0.06,0.28333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,18.25000000000033,13.6,44.71232876712248
19_12_15,L.A,Nikolai Prokhorkin,12.783333333333,0,1,2,0,0.31,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,12.933333333333,11.2,51.958762886599274
19_12_15,CHI,Erik Gustafsson,21.05,0,1,1,0,0.08,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,23.35,9.6,24.668094218415415
19_12_15,VGK,Shea Theodore,16.716666666667,0,1,2,1,0.05,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.799999999999999,17.0,0.0,20.716666666667,29.799999999999997,86.30732099758508
19_12_15,DET,Tyler Bertuzzi,13.133333333333,0,1,1,0,0.06,3.5666666666667,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,16.8499999999997,9.6,34.1839762611282
19_12_15,DET,Anthony Mantha,13.45,0,1,1,0,0.09,3.3333333333333,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,16.7833333333333,9.6,34.31976166832182
19_12_15,WPG,Nikolaj Ehlers,14.883333333333,1,0,2,0,0.21,3.2166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,18.0999999999997,15.2,50.38674033149255
19_12_15,PHI,Nicolas Aube-Kubel,11.216666666667,0,1,1,1,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666667,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,12.8833333333337,11.2,52.16041397153796
19_12_15,L.A,Michael Amadio,12.083333333333,0,1,2,0,0.19,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,14.333333333333,11.2,46.88372093023364
19_12_15,WPG,Kyle Connor,13.95,0,1,1,1,0.14,3.9166666666667,1.0,0.0,1.0,0.0,0.15,0.31666666666667,0.0,0.0,0.0,0.0,0.0,11.2,14.1,0.0,18.18333333333337,25.299999999999997,83.48304307974318
19_12_15,WPG,Jack Roslovic,15.433333333333,0,1,1,0,0.28,3.2666666666667,0.0,0.0,2.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,9.6,3.2,0.0,18.6999999999997,12.8,41.069518716578195
19_12_15,PHI,Ivan Provorov,17.6,0,1,2,2,0.05,1.0666666666667,0.0,0.0,1.0,0.0,0.03,4.0333333333333,0.0,0.0,1.0,0.0,0.05,14.399999999999999,1.6,1.6,22.7,17.599999999999998,46.51982378854625
19_12_15,L.A,Matt Roy,15.983333333333,0,1,1,1,0.08,0.18333333333333,0.0,0.0,0.0,0.0,0.0,2.2166666666667,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,18.38333333333303,11.2,36.55485040797884
19_12_15,WPG,Patrik Laine,14.716666666667,1,0,3,0,0.22,3.9166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,18.633333333333702,16.8,54.09660107334419
19_12_15,CHI,Alex Nylander,14.116666666667,0,1,1,1,0.13,0.71666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,14.83333333333367,11.2,45.30337078651583
19_12_15,DET,Filip Hronek,18.916666666667,0,1,1,1,0.02,3.1833333333333,0.0,0.0,0.0,0.0,0.0,4.3166666666667,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,26.416666666667,11.2,25.438485804416086
19_12_15,VAN,Elias Pettersson,13.366666666667,1,0,5,1,0.53,2.5833333333333,0.0,0.0,1.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,21.6,1.6,0.0,15.9500000000003,23.200000000000003,87.27272727272565
19_12_15,CHI,David Kampf,12.666666666667,1,0,1,1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,12.666666666667,15.2,71.99999999999811
19_12_15,WPG,Neal Pionk,17.766666666667,0,1,1,0,0.04,4.2166666666667,0.0,2.0,1.0,0.0,0.06,0.65,0.0,0.0,0.0,0.0,0.0,9.6,18.6,0.0,22.6333333333337,28.200000000000003,74.75699558173665
19_12_15,VAN,Quinn Hughes,20.616666666667,0,1,0,1,0.01,2.5833333333333,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,23.2000000000003,9.6,24.82758620689623
19_12_15,DET,Filip Zadina,15.6,1,0,3,1,0.19,2.2833333333333,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,18.400000000000002,0.0,0.0,17.8833333333333,18.400000000000002,61.73345759552669
19_12_15,DET,Valtteri Filppula,14.183333333333,0,0,0,0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.533333333333,0.0,0.0
