date,team,name,position,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
21_02_12,STL,Brayden Schenn,C,15.816666666667,1,1,2,0,0.83,1.1666666666667,0.0,0.0,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,23.2,1.6,0.0,16.9833333333337,24.8,87.6153091265928
21_02_12,STL,Justin Faulk,D,17.333333333333,1,1,3,2,0.17,1.5,1.0,0.0,1.0,0.0,0.09,4.2,0.0,0.0,0.0,0.0,0.0,28.0,14.1,0.0,23.033333333333,42.1,109.66714905933588
21_02_12,BOS,David Krejci,C,10.383333333333,0,1,2,1,0.13,6.0666666666667,0.0,0.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,12.799999999999999,1.6,0.0,16.4499999999997,14.399999999999999,52.52279635258454
21_02_12,STL,Carl Gunnarsson,D,16.583333333333,0,1,1,1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,3.4666666666667,0.0,0.0,0.0,1.0,0.0,11.2,0.0,1.6,20.049999999999702,12.799999999999999,38.30423940149682
21_02_12,STL,Ryan O'Reilly,C,17.016666666667,0,1,1,1,0.86,1.5,0.0,0.0,0.0,0.0,0.0,2.4166666666667,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,20.9333333333337,11.2,32.10191082802491
21_02_12,ARI,Johan Larsson,L,11.383333333333,1,0,2,0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,11.383333333333,15.2,80.1171303074694
21_02_12,ARI,Jordan Oesterle,D,20.916666666667,0,1,2,2,0.04,0.15,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,14.399999999999999,0.0,0.0,22.316666666666997,14.399999999999999,38.715459297982996
21_02_12,BOS,Nick Ritchie,L,11.016666666667,1,0,5,0,0.51,5.6333333333333,0.0,0.0,1.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.6,0.0,16.6500000000003,21.6,77.83783783783645
21_02_12,STL,Ivan Barbashev,C,13.666666666667,1,0,4,0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,3.5166666666667,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,17.1833333333337,18.4,64.24830261881532
21_02_12,BOS,Jeremy Lauzon,D,10.083333333333,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0166666666667,0.0,0.0,1.0,1.0,0.02,8.0,0.0,3.2,12.0999999999997,11.2,55.537190082646
21_02_12,STL,Jordan Kyrou,C,11.466666666667,0,1,2,0,0.14,1.1666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,12.6333333333337,11.2,53.19261213720162
21_02_12,ARI,Barrett Hayton,C,8.9833333333333,0,1,1,0,0.01,2.9166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,11.9,9.6,48.40336134453781
21_02_12,BOS,Patrice Bergeron,C,10.75,0,0,2,1,0.06,6.0,0.0,0.0,3.0,0.0,0.51,2.8,0.0,0.0,1.0,0.0,0.09,4.800000000000001,4.800000000000001,1.6,19.55,11.200000000000001,34.37340153452686
21_02_12,ARI,Alex Goligoski,D,20.083333333333,0,0,1,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0,3.2,0.0,1.6,21.583333333333,4.800000000000001,13.343629343629551
21_02_12,ARI,Niklas Hjalmarsson,D,4.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36666666666667,0.0,0.0
21_02_12,BOS,Brad Marchand,L,12.166666666667,0,0,1,0,0.04,5.6333333333333,0.0,0.0,1.0,0.0,0.05,2.6833333333333,0.0,0.0,0.0,0.0,0.05,1.6,1.6,0.0,20.483333333333597,3.2,9.373474369405901
21_02_12,ARI,Derick Brassard,C,13.233333333333,0,0,1,0,0.05,3.7166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,16.9499999999997,1.6,5.663716814159392
21_02_12,ARI,Phil Kessel,R,11.733333333333,0,0,0,0,0.0,3.0666666666667,0.0,0.0,1.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,14.7999999999997,1.6,6.486486486486618
21_02_12,STL,David Perron,L,14.8,0,0,2,0,0.1,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,8.5,0.0,16.3,11.7,43.06748466257668
21_02_12,STL,Robert Bortuzzo,D,12.466666666667,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.083333333333702,0.0,0.0
21_02_12,STL,Mike Hoffman,C,12.633333333333,0,0,2,0,0.06,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,8.5,0.0,14.133333333333,11.7,49.66981132075588
21_02_12,STL,Kyle Clifford,L,10.45,0,0,2,1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.800000000000001,0.0,0.0,10.45,4.800000000000001,27.5598086124402
21_02_12,ARI,Oliver Ekman-Larsson,D,17.983333333333,0,0,1,0,0.02,3.2166666666667,0.0,0.0,1.0,0.0,0.04,1.1666666666667,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.0,22.3666666666664,3.2,8.584202682563442
21_02_12,NYR,Chris Kreider,L,13.016666666667,0,0,0,0,0.0,5.4666666666667,0.0,0.0,2.0,0.0,0.26,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,19.2333333333337,3.2,9.982668977469482
21_02_12,BOS,Craig Smith,C,11.2,0,0,0,1,0.0,2.1,0.0,0.0,1.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.0,13.299999999999999,3.2,14.436090225563913
21_02_12,BOS,Charlie Coyle,C,11.283333333333,0,0,2,1,0.04,2.4666666666667,0.0,0.0,0.0,0.0,0.0,1.6666666666667,0.0,0.0,0.0,1.0,0.0,4.800000000000001,0.0,1.6,15.4166666666664,6.4,24.90810810810854
21_02_12,ARI,Tyler Pitlick,C,13.4,0,0,3,0,0.09,2.15,0.0,0.0,1.0,0.0,0.04,1.1166666666667,0.0,0.0,0.0,0.0,0.0,4.800000000000001,1.6,0.0,16.6666666666667,6.4,23.039999999999953
