date,team,name,position,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
20_02_03,FLA,Mark Pysyk,D,12.666666666667,3,0,4,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.8666666666667,0.0,0.0,0.0,0.0,0.0,42.4,0.0,0.0,14.533333333333701,42.4,175.0458715596286
20_02_03,FLA,Mike Matheson,D,17.566666666667,0,3,3,1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.400000000000002,0.0,0.0,17.566666666667,30.400000000000002,103.8330170777969
20_02_03,DAL,Stephen Johns,D,13.883333333333,1,1,2,3,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,13.883333333333,28.0,121.00840336134743
20_02_03,DAL,Corey Perry,R,12.6,1,0,2,0,0.25,0.68333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,13.28333333333333,15.2,68.65746549560855
20_02_03,DAL,Blake Comeau,L,10.55,1,0,1,0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,1.0,0.0,0.15,13.6,0.0,1.6,13.100000000000001,15.2,69.61832061068701
20_02_03,DAL,Andrej Sekera,D,14.966666666667,0,1,2,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,2.0333333333333,0.0,0.0,0.0,1.0,0.0,12.799999999999999,0.0,1.6,17.000000000000302,14.399999999999999,50.8235294117638
20_02_03,FLA,Mike Hoffman,L,15.316666666667,1,0,2,1,0.21,2.1166666666667,0.0,1.0,3.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,16.8,13.3,0.0,17.4333333333337,30.1,103.59464627150834
20_02_03,TOR,Zach Hyman,L,17.533333333333,0,1,0,0,0.08,0.45,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,18.433333333333,8.0,26.03978300180879
20_02_03,DAL,Tyler Seguin,C,14.683333333333,0,1,1,0,0.11,3.1666666666667,0.0,1.0,2.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,9.6,11.7,0.0,17.8499999999997,21.299999999999997,71.59663865546338
20_02_03,PHI,Scott Laughton,C,14.333333333333,1,0,2,0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,1.1833333333333,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,15.5166666666663,15.2,58.77551020408302
