date,team,name,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
19_10_31,CGY,Sean Monahan,20.1,0.0,3.0,2.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.083333333333333,0.0,0.0,0.0,0.0,0.0,27.2,0.0,0.0,20.183333333333334,27.2,80.85879438480595
19_10_31,CGY,Matthew Tkachuk,20.433333333333,2.0,1.0,4.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,20.433333333333,40.0,117.45513866231839
19_10_31,MTL,Tomas Tatar,14.1,1.0,1.0,3.0,1.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.400000000000002,0.0,0.0,14.1,26.400000000000002,112.3404255319149
19_10_31,VGK,Cody Eakin,12.416666666667,0.0,2.0,1.0,1.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,3.9166666666667,0.0,0.0,0.0,0.0,0.0,19.200000000000003,0.0,0.0,16.333333333333698,19.200000000000003,70.53061224489639
19_10_31,NSH,Austin Watson,12.133333333333,2.0,0.0,3.0,1.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,2.0,0.0,0.0,0.0,30.400000000000002,0.0,20.0,13.583333333333,50.400000000000006,222.62576687117112
19_10_31,CGY,Johnny Gaudreau,20.566666666667,0.0,2.0,3.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.083333333333333,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,20.650000000000333,20.8,60.43583535108862
19_10_31,NSH,Colton Sissons,14.3,0.0,2.0,3.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.5333333333333,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,17.8333333333333,20.8,69.98130841121508
19_10_31,CGY,Elias Lindholm,18.166666666667,1.0,1.0,3.0,1.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,2.2166666666667,0.0,0.0,0.0,0.0,0.0,26.400000000000002,0.0,0.0,20.3833333333337,26.400000000000002,77.71054783319568
19_10_31,CGY,Derek Ryan,9.4166666666667,1.0,1.0,1.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.4333333333333,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,10.85,21.6,119.44700460829495
19_10_31,MTL,Shea Weber,19.75,0.0,1.0,1.0,1.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.0,0.0,11.2,0.0,1.6,20.95,12.799999999999999,36.658711217183765
