date,team,name,position,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
19_11_21,STL,Zach Sanford,L,12.1,1,3,3,0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,40.8,0.0,0.0,12.7,40.8,192.75590551181102
19_11_21,DAL,Corey Perry,R,11.466666666667,0,3,1,1,0.07,2.4666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.200000000000003,0.0,0.0,13.933333333333701,27.200000000000003,117.12918660286773
19_11_21,L.A,Drew Doughty,D,17.733333333333,0,3,0,0,0.0,8.2833333333333,0.0,0.0,1.0,0.0,0.08,1.3333333333333,0.0,0.0,0.0,0.0,0.0,24.0,1.6,0.0,27.3499999999996,25.6,56.16087751371198
19_11_21,FLA,Aaron Ekblad,D,22.9,2,1,3,2,0.11,0.38333333333333,0.0,0.0,0.0,0.0,0.0,0.21666666666667,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,23.499999999999996,40.0,102.1276595744681
19_11_21,STL,Robert Thomas,C,12.083333333333,0,3,1,0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,0.0,0.0,12.083333333333,25.6,127.11724137931387
19_11_21,L.A,Jeff Carter,C,9.9333333333333,1,1,2,0,0.36,5.0333333333333,0.0,1.0,0.0,0.0,0.0,1.7333333333333,0.0,0.0,0.0,0.0,0.0,23.2,8.5,0.0,16.6999999999999,31.7,113.89221556886295
19_11_21,PIT,Evgeni Malkin,C,17.2,1,1,6,0,0.36,2.65,0.0,0.0,0.0,0.0,0.0,0.28333333333333,0.0,0.0,0.0,0.0,0.0,29.6,0.0,0.0,20.13333333333333,29.6,88.21192052980135
19_11_21,PHI,Claude Giroux,R,14.833333333333,2,0,3,0,0.28,2.6666666666667,0.0,1.0,0.0,0.0,0.1,0.38333333333333,0.0,1.0,0.0,0.0,0.0,28.8,8.5,10.0,17.88333333333303,47.3,158.69524697111171
19_11_21,T.B,Alex Killorn,C,12.583333333333,0,2,1,1,0.72,3.15,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,19.200000000000003,0.0,0.0,18.283333333333,19.200000000000003,63.00820419325548
19_11_21,L.A,Tyler Toffoli,C,10.683333333333,1,1,2,0,0.05,5.3166666666667,1.0,0.0,1.0,0.0,0.13,1.7333333333333,0.0,0.0,0.0,0.0,0.0,23.2,14.1,0.0,17.733333333333,37.3,126.20300751879935
