date,team,name,position,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60,SA,SV,GA,SV%,GSAA,xGA,xGSAA,win,SO
20_01_27,S.J,Patrick Marleau,L,15.233333333333,2.0,0.0,4.0,2.0,0.58,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,0.0,0.0,16.033333333333,33.6,125.73804573804836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20_01_27,DAL,Jamie Benn,L,12.3,2.0,0.0,4.0,1.0,0.23,3.75,0.0,0.0,1.0,0.0,0.02,0.5,0.0,0.0,0.0,0.0,0.0,32.0,1.6,0.0,16.55,33.6,121.81268882175226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20_01_27,T.B,Steven Stamkos,C,14.066666666667,2.0,0.0,4.0,1.0,0.22,5.2333333333333,0.0,0.0,2.0,0.0,0.21,0.26666666666667,0.0,0.0,0.0,0.0,0.0,32.0,3.2,0.0,19.56666666666697,35.2,107.93867120953837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20_01_27,VAN,Christopher Tanev,D,16.383333333333,0.0,2.0,1.0,1.0,0.07,0.61666666666667,0.0,0.0,0.0,0.0,0.0,4.7166666666667,0.0,0.0,0.0,0.0,0.0,19.200000000000003,0.0,0.0,21.71666666666637,19.200000000000003,53.046815042211016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20_01_27,TOR,Zach Hyman,L,16.816666666667,1.0,1.0,2.0,1.0,0.23,1.0666666666667,0.0,0.0,0.0,0.0,0.0,0.66666666666667,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,18.55000000000037,24.8,80.215633423179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20_01_27,T.B,Nikita Kucherov,R,13.866666666667,0.0,2.0,3.0,0.0,0.23,5.6833333333333,0.0,0.0,1.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,20.8,1.6,0.0,19.5500000000003,22.400000000000002,68.74680306905266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20_01_27,VAN,J.T. Miller,C,11.566666666667,2.0,0.0,3.0,1.0,0.24,3.7,0.0,0.0,0.0,1.0,0.0,3.7333333333333,0.0,0.0,0.0,1.0,0.0,30.400000000000002,1.6,1.6,19.0000000000003,33.6,106.10526315789306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20_01_27,S.J,Stefan Noesen,R,11.8,2.0,0.0,3.0,0.0,0.29,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,0.0,0.0,12.600000000000001,28.8,137.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20_01_27,VAN,Jake Virtanen,R,11.6,0.0,2.0,1.0,0.0,0.08,2.1,0.0,0.0,1.0,1.0,0.03,0.85,0.0,0.0,0.0,0.0,0.0,17.6,3.2,0.0,14.549999999999999,20.8,85.77319587628867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20_01_27,TOR,William Nylander,R,16.933333333333,1.0,1.0,4.0,0.0,0.32,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,0.0,0.0,18.533333333333,26.4,85.46762589928211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
