date,team,name,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
19_10_07,TOR,Jason Spezza,5.15,0,1,2,0,0.38,2.35,0.0,0.0,1.0,0.0,0.04,1.1833333333333,0.0,0.0,0.0,0.0,0.0,11.2,1.6,0.0,8.6833333333333,12.799999999999999,88.4452975047988
19_10_07,CBJ,Nick Foligno,14.216666666667,0,1,1,0,0.04,0.41666666666667,1.0,0.0,2.0,0.0,0.52,1.4833333333333,0.0,0.0,0.0,0.0,0.0,9.6,15.7,0.0,16.11666666666697,25.299999999999997,94.18821096173555
19_10_07,STL,David Perron,14.8,0,1,3,0,0.15,3.1666666666667,0.0,0.0,1.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,12.8,1.6,0.0,17.9666666666667,14.4,48.08905380333943
19_10_07,STL,Alex Pietrangelo,19.35,1,0,4,2,0.15,2.6,0.0,0.0,1.0,0.0,0.05,2.6,0.0,0.0,0.0,0.0,0.0,21.599999999999998,1.6,0.0,24.550000000000004,23.2,56.70061099796333
19_10_07,STL,Brayden Schenn,14.066666666667,1,0,3,1,0.24,2.95,0.0,0.0,0.0,0.0,0.0,0.18333333333333,0.0,0.0,0.0,0.0,0.0,18.400000000000002,0.0,0.0,17.20000000000033,18.400000000000002,64.18604651162669
19_10_07,STL,Vladimir Tarasenko,15.016666666667,0,1,3,1,0.18,3.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,0.0,0.0,18.1000000000003,14.4,47.734806629833464
19_10_07,STL,Jaden Schwartz,13.7,0,1,1,0,0.27,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,16.65,9.6,34.5945945945946
19_10_07,BUF,Jeff Skinner,13.533333333333,1,0,1,0,0.12,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,16.783333333332997,13.6,48.61966236345678
19_10_07,TOR,Cody Ceci,16.566666666667,0,1,0,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,3.65,0.0,0.0,0.0,1.0,0.0,9.6,0.0,1.6,20.216666666667,11.2,33.23990107172245
19_10_07,STL,Oskar Sundqvist,13.416666666667,1,0,1,2,0.02,0.016666666666667,0.0,0.0,0.0,0.0,0.0,2.2333333333333,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,15.666666666666968,16.8,64.34042553191365
19_10_07,TOR,Andreas Johnsson,16.9,0,1,2,0,0.19,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,18.549999999999997,11.2,36.22641509433963
19_10_07,CBJ,Oliver Bjorkstrand,15.0,1,0,3,1,0.31,0.3,0.0,0.0,1.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,18.400000000000002,1.6,0.0,15.3,20.000000000000004,78.43137254901963
