date,team,name,position,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
20_02_02,CBJ,Pierre-Luc Dubois,C,14.8,2,1,2,0,0.13,1.7666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.2,0.0,0.0,16.566666666666702,35.2,127.48490945674018
20_02_02,WSH,Lars Eller,C,8.75,2,0,2,0,0.25,3.0,0.0,0.0,0.0,0.0,0.12,3.4666666666667,0.0,0.0,0.0,1.0,0.0,27.2,0.0,1.6,15.2166666666667,28.8,113.55969331872922
20_02_02,MTL,Tomas Tatar,L,15.016666666667,1,1,2,0,0.15,2.8166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,0.0,0.0,17.833333333333698,23.2,78.05607476635355
20_02_02,CAR,Warren Foegele,L,13.55,0,2,2,0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,14.4,19.2,80.0
20_02_02,VAN,Elias Pettersson,C,13.8,2,0,5,1,0.48,5.35,0.0,0.0,1.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,33.6,1.6,0.0,19.15,35.2,110.28720626631855
20_02_02,VAN,Oscar Fantenberg,D,13.583333333333,0,2,2,2,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666667,0.0,0.0,0.0,0.0,0.0,22.4,0.0,0.0,14.7499999999997,22.4,91.11864406779847
20_02_02,MTL,Ilya Kovalchuk,L,19.833333333333,0,1,1,1,0.03,1.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,20.883333333333002,11.2,32.17877094972118
20_02_02,MTL,Shea Weber,D,19.5,1,0,4,1,0.11,1.1,0.0,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,1.0,0.0,20.0,0.0,1.6,23.25,21.6,55.74193548387097
20_02_02,PIT,Evgeni Malkin,C,12.716666666667,0,1,1,0,0.2,9.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,21.716666666667003,9.6,26.52340752110473
20_02_02,PIT,Sidney Crosby,C,12.966666666667,0,1,1,0,0.16,7.8166666666667,0.0,0.0,1.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,9.6,1.6,0.0,20.9833333333337,11.2,32.025416997616595
20_02_02,PIT,Patric Hornqvist,R,10.066666666667,1,0,1,0,0.1,8.4666666666667,0.0,0.0,6.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,13.6,9.600000000000001,0.0,18.5333333333337,23.200000000000003,75.10791366906327
20_02_02,CBJ,Nick Foligno,L,13.716666666667,0,1,1,0,0.13,2.2333333333333,0.0,0.0,1.0,0.0,0.1,2.6666666666667,0.0,0.0,0.0,1.0,0.0,9.6,1.6,1.6,18.616666666667,12.799999999999999,41.253357206803194
20_02_02,VAN,Brandon Sutter,C,14.316666666667,0,1,2,0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666667,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,15.4833333333337,11.2,43.40150699676969
20_02_02,WSH,Carl Hagelin,L,7.6333333333333,0,1,1,0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,12.1833333333333,9.6,47.2777017783859
20_02_02,VAN,Tyler Myers,D,15.583333333333,1,0,2,2,0.37,2.65,0.0,0.0,0.0,0.0,0.0,1.1666666666667,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,19.3999999999997,18.4,56.90721649484624
20_02_02,CAR,Jake Gardiner,D,18.85,0,1,2,0,0.03,0.98333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,19.833333333333332,11.2,33.88235294117647
20_02_02,CBJ,Gustav Nyquist,C,16.433333333333,1,0,2,0,0.96,1.7666666666667,0.0,0.0,0.0,0.0,0.0,0.43333333333333,0.0,0.0,1.0,0.0,0.0,15.2,0.0,1.6,18.63333333333303,16.8,54.09660107334614
20_02_02,WSH,Richard Panik,R,6.7333333333333,0,1,0,0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.4333333333333,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.1666666666666,8.0,58.77551020408211
20_02_02,MTL,Ben Chiarot,D,19.5,0,1,1,2,0.04,0.15,0.0,0.0,0.0,0.0,0.0,3.0333333333333,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,22.683333333333298,12.8,33.85745775165325
20_02_02,WSH,Nick Jensen,D,10.45,0,1,1,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,5.9666666666667,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,16.4166666666667,9.6,35.08629441624358
20_02_02,WSH,Radko Gudas,D,12.033333333333,0,1,1,1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,17.633333333333,11.2,38.10964083175876
20_02_02,VAN,Christopher Tanev,D,18.066666666667,0,1,0,2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.83333333333333,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,18.90000000000033,11.2,35.55555555555493
20_02_02,WSH,Evgeny Kuznetsov,C,16.016666666667,1,0,3,0,0.2,2.4833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,18.5000000000003,16.8,54.48648648648561
20_02_02,CAR,Nino Niederreiter,R,13.366666666667,1,0,4,0,0.43,1.2666666666667,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,14.633333333333699,18.4,75.44419134396166
20_02_02,MTL,Brendan Gallagher,R,15.616666666667,0,1,2,0,0.39,2.8333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,18.4500000000003,11.2,36.42276422764168
20_02_02,MTL,Nick Cousins,C,11.85,0,1,2,0,0.11,1.1166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,12.9666666666667,11.2,51.825192802056414
20_02_02,CAR,Joel Edmundson,D,15.566666666667,0,1,1,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,19.866666666667,11.2,33.82550335570413
20_02_02,VAN,J.T. Miller,C,17.466666666667,0,1,0,0,0.0,5.0,0.0,0.0,1.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.6,0.0,22.466666666667,9.6,25.637982195845318
