date,team,name,position,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60,SA,SV,GA,SV%,GSAA,xGA,xGSAA,win,SO
19_10_06,DET,Anthony Mantha,R,10.966666666667,3.0,0.0,4.0,0.0,0.54,8.4833333333333,1.0,0.0,4.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,42.4,18.9,0.0,19.4500000000003,61.3,189.1002570694058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19_10_06,DET,Dylan Larkin,C,11.633333333333,0.0,2.0,2.0,0.0,0.08,8.6666666666667,0.0,0.0,2.0,0.0,0.18,1.35,0.0,0.0,0.0,1.0,0.0,19.2,3.2,1.6,21.6499999999997,24.0,66.51270207852286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19_10_06,DAL,Roope Hintz,L,12.066666666667,2.0,0.0,2.0,0.0,0.41,1.85,0.0,0.0,0.0,0.0,0.0,3.4166666666667,0.0,0.0,0.0,0.0,0.0,27.2,0.0,0.0,17.333333333333698,27.2,94.15384615384417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19_10_06,DET,Filip Hronek,D,14.066666666667,0.0,2.0,1.0,0.0,0.04,6.7666666666667,0.0,0.0,1.0,1.0,0.09,1.8166666666667,0.0,0.0,0.0,0.0,0.0,17.6,3.2,0.0,22.6500000000004,20.8,55.0993377483434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19_10_06,WPG,Blake Wheeler,R,15.516666666667,0.0,1.0,2.0,0.0,0.04,2.4333333333333,0.0,0.0,0.0,0.0,0.0,0.61666666666667,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,18.566666666666972,11.2,36.19389587073549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19_10_06,DAL,Andrej Sekera,D,14.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.6,20.75,9.6,27.75903614457831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19_10_06,NYI,Leo Komarov,C,13.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98333333333333,0.0,0.0,1.0,0.0,0.12,8.0,0.0,1.6,14.883333333333331,9.6,38.70100783874581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19_10_06,CAR,Jordan Staal,C,14.716666666667,0.0,1.0,2.0,0.0,0.12,0.85,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,16.716666666667,11.2,40.19940179461535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19_10_06,NYI,Derick Brassard,C,13.4,0.0,1.0,2.0,0.0,0.15,1.0166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,14.4166666666667,11.2,46.61271676300567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19_10_06,T.B,Steven Stamkos,C,16.633333333333,1.0,0.0,3.0,2.0,0.16,2.7,0.0,0.0,0.0,0.0,0.0,0.81666666666667,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.149999999999668,20.0,59.5533498759315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
