date,team,name,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
20_01_01,DAL,Blake Comeau,12.95,1,0,3,3,0.28,0.21666666666667,0.0,0.0,0.0,0.0,0.0,2.2166666666667,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,15.38333333333337,21.6,84.24702058504856
20_01_01,DAL,Andrej Sekera,13.65,1,0,2,2,0.23,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,16.55,18.4,66.70694864048338
20_01_01,DAL,Radek Faksa,13.016666666667,0,1,0,0,0.02,1.4833333333333,0.0,0.0,0.0,0.0,0.0,1.2333333333333,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,15.7333333333336,8.0,30.508474576270665
20_01_01,DAL,Esa Lindell,17.133333333333,0,1,4,0,0.22,0.36666666666667,0.0,0.0,0.0,0.0,0.0,3.9666666666667,0.0,0.0,0.0,1.0,0.0,14.4,0.0,1.6,21.46666666666637,16.0,44.72049689441056
20_01_01,DAL,Mattias Janmark,10.533333333333,0,1,2,1,0.15,1.5166666666667,1.0,0.0,2.0,0.0,0.2,3.3833333333333,0.0,0.0,0.0,0.0,0.0,12.799999999999999,15.7,0.0,15.433333333333,28.5,110.79913606911686
20_01_01,DAL,Jason Dickinson,14.75,0,1,1,1,0.11,0.21666666666667,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,17.31666666666667,11.2,38.806544754571696
20_01_01,NSH,Dan Hamhuis,14.4,0,0,0,0,0.04,0.13333333333333,0.0,0.0,0.0,0.0,0.0,2.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.86666666666663,0.0,0.0
20_01_01,DAL,Corey Perry,0.63333333333333,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63333333333333,0.0,0.0
20_01_01,DAL,Joe Pavelski,14.55,0,0,3,1,0.48,3.3833333333333,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,18.283333333333303,6.4,21.00273473108481
20_01_01,DAL,Alexander Radulov,11.766666666667,0,0,0,0,0.14,3.7,1.0,0.0,1.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,15.466666666666999,14.1,54.69827586206779
20_01_01,DAL,Roman Polak,11.1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35,0.0,0.0,1.0,0.0,0.0,3.2,0.0,1.6,14.45,4.800000000000001,19.93079584775087
20_01_01,DAL,Andrew Cogliano,10.45,0,0,2,0,0.23,0.21666666666667,0.0,0.0,0.0,0.0,0.0,2.5166666666667,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,13.183333333333369,3.2,14.56384323640957
20_01_01,DAL,Jamie Benn,13.683333333333,0,0,3,3,0.85,3.45,0.0,1.0,2.0,0.0,0.1,0.13333333333333,0.0,0.0,0.0,0.0,0.0,9.600000000000001,11.7,0.0,17.266666666666328,21.3,74.01544401544547
20_01_01,NSH,Nick Bonino,11.033333333333,0,0,2,0,0.27,1.1333333333333,0.0,0.0,0.0,0.0,0.0,3.0666666666667,0.0,0.0,1.0,1.0,0.16,3.2,0.0,3.2,15.233333333332999,6.4,25.207877461707337
20_01_01,NSH,Kyle Turris,8.5833333333333,0,0,1,0,0.06,3.1,0.0,0.0,1.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.0,11.6833333333333,3.2,16.433666191155538
