date,team,name,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
19_10_20,WSH,Lars Eller,14.9,1,1,2,0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,23.2,0.0,0.0,17.85,23.2,77.98319327731092
19_10_20,NYR,Jesper Fast,11.983333333333,1,1,3,0,0.34,0.5,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,1.0,0.0,24.8,0.0,1.6,14.933333333333,26.400000000000002,106.07142857143096
19_10_20,MTL,Phillip Danault,13.783333333333,2,0,3,0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,3.6333333333333,0.0,0.0,0.0,0.0,0.0,28.8,0.0,0.0,17.4166666666663,28.8,99.2153110047868
19_10_20,CHI,Alex Nylander,12.666666666667,0,2,2,1,0.1,0.53333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,13.20000000000033,20.8,94.54545454545219
19_10_20,MIN,Mikko Koivu,13.483333333333,0,1,1,1,0.17,4.3,0.0,1.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,11.2,8.5,0.0,19.233333333333,19.7,61.455805892548725
19_10_20,MIN,Eric Staal,18.483333333333,0,1,4,0,0.15,2.5833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,0.0,0.0,21.0666666666663,14.4,41.01265822784881
19_10_20,MIN,Zach Parise,13.466666666667,1,0,1,1,0.07,4.3,0.0,0.0,1.0,0.0,0.22,0.71666666666667,0.0,0.0,0.0,0.0,0.0,15.2,1.6,0.0,18.48333333333367,16.8,54.53561767357881
19_10_20,WSH,Alex Ovechkin,17.266666666667,1,0,5,1,0.39,0.13333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,17.40000000000033,21.6,74.48275862068824
19_10_20,MTL,Paul Byron,10.833333333333,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,13.833333333333,8.0,34.69879518072373
19_10_20,CHI,Patrick Kane,17.983333333333,1,0,3,0,0.14,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,24.533333333333,16.8,41.08695652173969
