date,team,name,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
20_03_07,L.A,Dustin Brown,13.75,3,1,4,0,0.94,4.3666666666667,0.0,0.0,1.0,0.0,0.06,1.3333333333333,0.0,0.0,0.0,0.0,0.0,50.4,1.6,0.0,19.45,52.0,160.41131105398458
20_03_07,L.A,Anze Kopitar,15.866666666667,1,2,2,1,0.33,4.3666666666667,0.0,0.0,2.0,0.0,0.27,2.7333333333333,0.0,0.0,0.0,0.0,0.0,32.8,3.2,0.0,22.966666666667,36.0,94.0493468795342
20_03_07,WSH,T.J. Oshie,14.383333333333,1,1,2,1,0.21,1.2666666666667,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,15.7999999999997,24.8,94.17721518987521
20_03_07,PHI,Claude Giroux,15.016666666667,2,0,2,0,0.35,2.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,27.2,0.0,0.0,18.016666666667,27.2,90.58279370952653
20_03_07,WSH,Nicklas Backstrom,14.15,1,1,3,0,0.21,1.2666666666667,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,15.5666666666667,24.8,95.58886509635954
20_03_07,PHI,Jakub Voracek,14.166666666667,0,2,3,0,0.12,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,16.966666666667,20.8,73.55599214145239
20_03_07,FLA,Mike Hoffman,13.5,1,1,2,0,0.27,5.15,0.0,0.0,5.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,23.2,8.0,0.0,18.65,31.2,100.37533512064343
20_03_07,N.J,Kyle Palmieri,14.6,2,0,3,0,0.84,1.2833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,0.0,0.0,15.883333333333299,28.8,108.79328436516289
20_03_07,EDM,Alex Chiasson,9.5666666666667,1,1,2,0,0.1,0.78333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,0.0,0.0,10.35000000000003,23.2,134.492753623188
20_03_07,WSH,Richard Panik,9.3,1,1,2,1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,10.05,24.8,148.0597014925373
20_03_07,MIN,Marcus Foligno,12.333333333333,1,1,2,0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,2.8333333333333,0.0,0.0,1.0,0.0,0.06,23.2,0.0,1.6,15.1666666666663,24.8,98.10989010989248
20_03_07,WSH,Nic Dowd,10.266666666667,1,1,3,0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,4.1666666666667,1.0,0.0,1.0,0.0,0.08,24.8,0.0,15.6,14.4333333333337,40.4,167.94457274826362
20_03_07,MIN,Mats Zuccarello,14.466666666667,0,2,2,0,0.12,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,16.816666666667,19.2,68.5034687809699
20_03_07,NYR,Greg McKegg,8.2166666666667,1,1,1,0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,8.2166666666667,21.6,157.7281947261657
20_03_07,N.J,Damon Severson,18.833333333333,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5666666666667,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,21.3999999999997,19.2,53.83177570093533
20_03_07,NYR,Pavel Buchnevich,15.316666666667,0,2,2,0,0.01,3.6166666666667,0.0,0.0,2.0,0.0,0.31,0.8,0.0,0.0,0.0,0.0,0.0,19.2,3.2,0.0,19.7333333333337,22.4,68.10810810810683
20_03_07,OTT,Anthony Duclair,14.466666666667,0,2,1,1,0.01,0.96666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.200000000000003,0.0,0.0,15.433333333333671,19.200000000000003,74.6436285097176
