date,team,name,position,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60,SA,SV,GA,SV%,GSAA,xGA,xGSAA,win,SO
21_02_09,T.B,Mikhail Sergachev,D,14.733333333333,0.0,3.0,4.0,0.0,0.22,3.3,0.0,0.0,0.0,0.0,0.0,1.4166666666667,0.0,0.0,0.0,0.0,0.0,30.4,0.0,0.0,19.4499999999997,30.4,93.77892030848473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_09,L.A,Dustin Brown,R,16.916666666667,1.0,1.0,3.0,1.0,0.41,3.2833333333333,1.0,0.0,1.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,26.400000000000002,14.1,0.0,20.200000000000298,40.5,120.29702970296852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_09,S.J,Logan Couture,C,17.333333333333,1.0,1.0,5.0,0.0,0.86,3.3166666666667,0.0,0.0,1.0,0.0,0.03,2.6,0.0,0.0,0.0,0.0,0.0,28.0,1.6,0.0,23.2499999999997,29.6,76.38709677419453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_09,VGK,Chandler Stephenson,C,16.833333333333,1.0,1.0,2.0,0.0,0.29,1.1166666666667,0.0,0.0,0.0,0.0,0.0,0.76666666666667,0.0,0.0,0.0,0.0,0.0,23.2,0.0,0.0,18.71666666666637,23.2,74.372217275157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_09,EDM,Jujhar Khaira,L,10.55,0.0,2.0,1.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1.7666666666667,0.0,0.0,0.0,0.0,0.05,17.6,0.0,0.0,12.3166666666667,17.6,85.7374830852501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_09,ANA,Troy Terry,R,12.266666666667,1.0,1.0,1.0,0.0,0.06,1.8833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,14.1500000000003,21.6,91.5901060070652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_09,VGK,Cody Glass,C,13.25,0.0,2.0,0.0,0.0,0.0,0.88333333333333,0.0,0.0,1.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.6,0.0,14.13333333333333,17.6,74.71698113207549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_09,L.A,Alex Iafallo,L,15.766666666667,0.0,2.0,2.0,1.0,0.14,3.2833333333333,0.0,0.0,0.0,0.0,0.0,2.2333333333333,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,21.283333333333598,20.8,58.63743148003059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_09,S.J,Patrick Marleau,C,12.2,0.0,1.0,0.0,1.0,0.0,0.68333333333333,0.0,0.0,0.0,0.0,0.0,0.81666666666667,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,13.7,9.6,42.04379562043796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_09,S.J,Brent Burns,D,22.933333333333,0.0,1.0,5.0,1.0,0.36,3.3166666666667,0.0,0.0,1.0,0.0,0.08,3.7166666666667,0.0,0.0,1.0,0.0,0.0,17.6,1.6,1.6,29.966666666666402,20.800000000000004,41.64627363737524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_09,L.A,Anze Kopitar,C,16.716666666667,1.0,0.0,2.0,1.0,0.31,3.2833333333333,0.0,0.0,1.0,0.0,0.08,2.2333333333333,0.0,0.0,0.0,0.0,0.0,16.8,1.6,0.0,22.233333333333597,18.400000000000002,49.65517241379252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_09,FLA,Patric Hornqvist,R,12.866666666667,0.0,1.0,1.0,0.0,0.05,1.65,1.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,9.6,14.1,0.0,14.516666666667,23.7,97.95637198622049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_09,CGY,Milan Lucic,L,13.4,0.0,1.0,0.0,0.0,0.17,0.81666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,14.21666666666667,8.0,33.76318874560374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_09,ANA,Kevin Shattenkirk,D,21.85,0.0,1.0,1.0,0.0,0.07,2.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,8.5,0.0,24.200000000000003,18.1,44.87603305785124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_09,T.B,Pat Maroon,L,8.9166666666667,0.0,1.0,2.0,0.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,11.9166666666667,11.2,56.39160839160823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_09,OTT,Evgenii Dadonov,R,15.9,1.0,0.0,5.0,0.0,0.64,2.7166666666667,0.0,0.0,1.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.6,0.0,18.6166666666667,21.6,69.61504028648153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_09,CGY,Mikael Backlund,C,15.116666666667,0.0,1.0,5.0,0.0,0.39,0.81666666666667,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,17.28333333333367,16.0,55.544840887173464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_09,T.B,Steven Stamkos,C,9.9166666666667,1.0,0.0,2.0,0.0,0.34,3.4166666666667,1.0,1.0,2.0,0.0,0.15,1.25,0.0,0.0,0.0,0.0,0.0,15.2,24.2,0.0,14.5833333333334,39.4,162.1028571428564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
