date,team,name,position,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60,SA,SV,GA,SV%,GSAA,xGA,xGSAA,win,SO
20_01_20,FLA,Keith Yandle,D,15.316666666667,1.0,2.0,1.0,0.0,0.09,3.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,8.5,0.0,18.366666666667,38.1,124.4646098003607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20_01_20,DET,Dylan Larkin,C,19.466666666667,1.0,2.0,3.0,1.0,0.19,2.4166666666667,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,34.4,0.0,0.0,22.533333333333697,34.4,91.5976331360932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20_01_20,COL,Nazem Kadri,C,11.983333333333,1.0,1.0,3.0,1.0,0.18,6.6166666666667,1.0,0.0,1.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,26.400000000000002,14.1,0.0,18.5999999999997,40.5,130.6451612903247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20_01_20,COL,Ryan Graves,D,16.166666666667,1.0,1.0,4.0,2.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,2.4166666666667,0.0,0.0,1.0,1.0,0.0,29.599999999999998,0.0,3.2,18.583333333333698,32.8,105.90134529147772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20_01_20,COL,Andre Burakovsky,L,12.75,0.0,2.0,0.0,0.0,0.0,2.6,0.0,0.0,2.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.2,0.0,15.35,19.2,75.04885993485341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20_01_20,DET,Tyler Bertuzzi,L,16.166666666667,1.0,1.0,3.0,0.0,0.42,2.6333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,18.8000000000003,24.8,79.14893617021151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20_01_20,COL,Nathan MacKinnon,C,12.783333333333,2.0,0.0,6.0,0.0,0.57,6.8833333333333,0.0,0.0,2.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,33.6,3.2,0.0,19.6666666666663,36.800000000000004,112.27118644068008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20_01_20,COL,Nikita Zadorov,D,14.8,0.0,2.0,2.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,1.5833333333333,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,16.3833333333333,19.2,70.31536113936941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20_01_20,FLA,Anton Stralman,D,23.233333333333,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.7833333333333,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,25.0166666666663,8.0,19.18720852764852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20_01_20,COL,Ian Cole,D,15.666666666667,0.0,1.0,1.0,2.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.9333333333333,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,17.6000000000003,12.8,43.6363636363629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
