date,team,name,position,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60,SA,SV,GA,SV%,GSAA,xGA,xGSAA,win,SO
21_02_26,BOS,Brad Marchand,L,12.15,1.0,1.0,3.0,0.0,0.32,3.5,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,15.65,24.8,95.07987220447284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_26,ARI,Phil Kessel,R,14.5,1.0,1.0,1.0,0.0,0.21,2.9833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,17.4833333333333,21.6,74.12774070543391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_26,COL,Nazem Kadri,C,12.333333333333,1.0,1.0,4.0,2.0,0.38,4.1166666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.599999999999998,8.5,0.0,16.4499999999997,38.099999999999994,138.96656534954656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_26,NYR,Chris Kreider,L,11.583333333333,1.0,1.0,1.0,0.0,0.06,3.05,0.0,0.0,0.0,0.0,0.13,0.68333333333333,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,15.316666666666329,21.6,84.6137105549529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_26,NYR,Ryan Strome,C,11.8,1.0,1.0,5.0,0.0,0.65,3.1833333333333,0.0,1.0,0.0,0.0,0.0,1.2166666666667,0.0,0.0,0.0,0.0,0.0,28.0,8.5,0.0,16.2,36.5,135.1851851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_26,BOS,David Pastrnak,R,14.166666666667,0.0,2.0,4.0,0.0,0.24,3.5,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,22.4,0.0,0.0,17.666666666667,22.4,76.07547169811178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_26,NYR,Ryan Lindgren,D,14.5,0.0,2.0,0.0,1.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,3.3166666666667,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,17.8166666666667,17.6,59.27034611786707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_26,MIN,Ryan Suter,D,17.666666666667,0.0,1.0,1.0,1.0,0.03,3.1,0.0,0.0,1.0,0.0,0.13,1.1666666666667,0.0,0.0,0.0,0.0,0.0,11.2,1.6,0.0,21.9333333333337,12.799999999999999,35.01519756838847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_26,L.A,Jeff Carter,C,12.5,1.0,0.0,1.0,1.0,0.14,2.5166666666667,0.0,0.0,0.0,0.0,0.0,3.55,0.0,0.0,1.0,0.0,0.05,15.2,0.0,1.6,18.5666666666667,16.8,54.290843806104036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_26,BOS,Patrice Bergeron,C,10.6,1.0,0.0,1.0,0.0,0.12,3.5,0.0,0.0,3.0,0.0,0.57,0.81666666666667,0.0,0.0,1.0,0.0,0.02,13.6,4.800000000000001,1.6,14.91666666666667,20.0,80.44692737430165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_26,NYR,Brendan Smith,D,15.15,0.0,1.0,1.0,0.0,0.02,2.55,0.0,0.0,0.0,0.0,0.0,1.6666666666667,0.0,0.0,1.0,0.0,0.0,9.6,0.0,1.6,19.3666666666667,11.2,34.69879518072283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_26,MIN,Jared Spurgeon,D,16.733333333333,0.0,1.0,2.0,3.0,0.07,3.1833333333333,0.0,0.0,1.0,0.0,0.04,1.1666666666667,0.0,0.0,0.0,0.0,0.0,16.0,1.6,0.0,21.083333333333,17.6,50.08695652173992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_26,MIN,Mats Zuccarello,R,14.833333333333,0.0,1.0,3.0,0.0,0.46,2.8666666666667,0.0,0.0,1.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,12.8,1.6,0.0,17.6999999999997,14.4,48.81355932203473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_26,MIN,Nick Bjugstad,C,8.0666666666667,1.0,0.0,2.0,0.0,0.19,0.93333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,9.00000000000003,15.2,101.33333333333299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_26,MIN,Jonas Brodin,D,17.35,0.0,1.0,2.0,2.0,0.06,2.4166666666667,0.0,0.0,0.0,0.0,0.04,2.1333333333333,0.0,0.0,0.0,0.0,0.0,14.399999999999999,0.0,0.0,21.900000000000002,14.399999999999999,39.45205479452054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_26,NYR,Phillip Di Giuseppe,L,11.616666666667,1.0,0.0,1.0,1.0,0.13,0.43333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,12.05000000000033,15.2,75.68464730290249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_26,L.A,Andreas Athanasiou,C,13.083333333333,0.0,1.0,1.0,0.0,0.01,2.6833333333333,0.0,0.0,0.0,0.0,0.0,0.21666666666667,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,15.98333333333297,9.6,36.03753910323335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_26,NYR,Jonny Brodzinski,C,13.283333333333,1.0,0.0,3.0,0.0,0.15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,13.483333333332999,16.8,74.75896168108963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_26,NYR,Pavel Buchnevich,R,10.5,1.0,0.0,6.0,0.0,0.29,1.25,0.0,0.0,0.0,0.0,0.0,2.5166666666667,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,14.2666666666667,21.6,90.8411214953269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_26,COL,Andre Burakovsky,L,12.566666666667,1.0,0.0,2.0,0.0,0.2,1.8833333333333,0.0,0.0,3.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,15.2,4.800000000000001,0.0,14.450000000000301,20.0,83.04498269896021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_26,MIN,Kevin Fiala,L,13.466666666667,0.0,1.0,2.0,0.0,0.16,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,14.966666666667,11.2,44.899777282849776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_02_26,ARI,Christian Dvorak,C,13.95,0.0,1.0,1.0,0.0,0.11,1.55,0.0,0.0,0.0,0.0,0.0,1.6166666666667,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,17.1166666666667,9.6,33.65141187925992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
