date,team,name,position,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
20_02_29,MTL,Tomas Tatar,L,13.733333333333,0.0,3.0,4.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333,0.0,0.0,0.0,0.0,0.0,30.4,0.0,0.0,13.966666666666331,30.4,130.59665871122033
20_02_29,ARI,Clayton Keller,R,15.516666666667,2.0,1.0,4.0,1.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,15.516666666667,40.0,154.67239527389572
20_02_29,L.A,Dustin Brown,R,19.0,1.0,1.0,5.0,1.0,0.58,1.2333333333333,0.0,1.0,1.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,29.6,10.1,0.0,20.2333333333333,39.7,117.72652388797385
20_02_29,BOS,Brad Marchand,L,11.766666666667,1.0,1.0,1.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,2.5666666666667,0.0,0.0,0.0,0.0,0.0,23.200000000000003,0.0,0.0,14.3333333333337,23.200000000000003,97.11627906976497
20_02_29,COL,Erik Johnson,D,14.683333333333,1.0,1.0,3.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,2.0666666666667,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,16.7499999999997,24.8,88.83582089552397
20_02_29,CHI,Jonathan Toews,C,14.883333333333,1.0,1.0,3.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1.7666666666667,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,16.6499999999997,24.8,89.36936936937099
20_02_29,NSH,Roman Josi,D,20.183333333333,0.0,2.0,3.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,1.1166666666667,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,21.2999999999997,20.8,58.59154929577548
20_02_29,FLA,Mike Hoffman,L,13.883333333333,1.0,1.0,3.0,0.0,0.26,4.5666666666667,0.0,0.0,4.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,24.8,6.4,0.0,18.4499999999997,31.200000000000003,101.463414634148
20_02_29,S.J,Evander Kane,L,14.216666666667,1.0,1.0,3.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.78333333333333,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,15.00000000000033,24.8,99.19999999999781
20_02_29,NSH,Ryan Ellis,D,17.0,0.0,2.0,0.0,3.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,4.2333333333333,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,21.2333333333333,20.8,58.77551020408173
20_02_29,TOR,Tyson Barrie,D,20.05,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,20.05,16.0,47.88029925187032
20_02_29,S.J,Marcus Sorensen,L,13.366666666667,0.0,2.0,3.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,2.2833333333333,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,15.650000000000299,20.8,79.74440894568538
20_02_29,MTL,Brendan Gallagher,R,11.833333333333,1.0,1.0,4.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666667,0.0,0.0,0.0,0.0,0.0,26.4,0.0,0.0,12.09999999999967,26.4,130.90909090909446
20_02_29,DAL,John Klingberg,D,21.7,1.0,1.0,3.0,2.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,21.849999999999998,28.0,76.88787185354691
20_02_29,CAR,Joel Edmundson,D,18.816666666667,1.0,1.0,2.0,2.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,3.55,0.0,0.0,0.0,0.0,0.0,26.4,0.0,0.0,22.366666666667,26.4,70.81967213114648
20_02_29,MTL,Phillip Danault,C,15.1,1.0,1.0,1.0,1.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,23.200000000000003,0.0,0.0,16.6,23.200000000000003,83.855421686747
20_02_29,ARI,Jordan Oesterle,D,17.1,1.0,1.0,2.0,1.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.81666666666667,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,17.91666666666667,24.8,83.05116279069766
20_02_29,TOR,Travis Dermott,D,20.35,0.0,2.0,1.0,2.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.1833333333333,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,21.533333333333303,20.8,57.95665634674931
20_02_29,S.J,Timo Meier,R,12.6,1.0,1.0,2.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.56666666666667,0.0,0.0,0.0,0.0,0.0,23.2,0.0,0.0,13.16666666666667,23.2,105.72151898734175
20_02_29,BOS,Charlie McAvoy,D,16.716666666667,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3833333333333,0.0,0.0,0.0,1.0,0.0,19.2,0.0,1.6,21.1000000000003,20.8,59.14691943127878
20_02_29,S.J,Mario Ferraro,D,18.633333333333,0.0,2.0,2.0,2.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1.1166666666667,0.0,0.0,0.0,1.0,0.0,22.4,0.0,1.6,19.749999999999698,24.0,72.91139240506442
20_02_29,S.J,Joe Thornton,C,12.683333333333,1.0,0.0,3.0,2.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,12.683333333333,20.0,94.61235216820222
20_02_29,CAR,Justin Williams,R,9.95,1.0,0.0,2.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,9.95,15.2,91.65829145728642
20_02_29,DET,Frans Nielsen,C,7.7333333333333,1.0,0.0,1.0,2.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,2.3166666666667,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,10.05,16.8,100.29850746268656
20_02_29,T.B,Braydon Coburn,D,12.533333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63333333333333,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,13.166666666666329,9.6,43.746835443039096
20_02_29,DAL,Corey Perry,R,13.883333333333,0.0,1.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,13.883333333333,9.6,41.48859543817627
20_02_29,BOS,Patrice Bergeron,C,11.783333333333,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,1.0,0.0,12.8,0.0,1.6,14.133333333332999,14.4,61.132075471699565
20_02_29,WPG,Blake Wheeler,R,18.616666666667,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,18.616666666667,12.8,41.2533572068032
20_02_29,ARI,Alex Goligoski,D,18.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1833333333333,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.6,22.0833333333333,9.6,26.08301886792457
20_02_29,VAN,Alexander Edler,D,17.35,0.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,4.2333333333333,0.0,0.0,1.0,0.0,0.0,11.2,0.0,1.6,21.5833333333333,12.799999999999999,35.58301158301163
20_02_29,L.A,Anze Kopitar,C,19.383333333333,0.0,1.0,4.0,0.0,0.36,1.2333333333333,1.0,0.0,1.0,0.0,0.23,0.91666666666667,0.0,0.0,0.0,0.0,0.0,14.4,14.1,0.0,21.53333333333297,28.5,79.4117647058837
20_02_29,S.J,Marc-Edouard Vlasic,D,17.633333333333,0.0,1.0,3.0,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,2.7666666666667,0.0,0.0,0.0,1.0,0.0,14.4,0.0,1.6,20.3999999999997,16.0,47.05882352941246
20_02_29,MTL,Jeff Petry,D,20.916666666667,1.0,0.0,1.0,3.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.86666666666667,0.0,0.0,0.0,1.0,0.0,18.4,0.0,1.6,21.78333333333367,20.0,55.087987758224095
20_02_29,CAR,Jordan Staal,C,12.433333333333,0.0,1.0,1.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,1.0,0.0,9.6,0.0,1.6,14.533333333333,11.2,46.238532110092805
20_02_29,ARI,Phil Kessel,R,13.9,1.0,0.0,1.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,13.9,13.6,58.70503597122302
