date,team,name,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
19_11_28,N.J,Blake Coleman,13.266666666667,2,2,3,2,1.06,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,15.666666666667,48.0,183.82978723403863
19_11_28,N.J,Travis Zajac,13.65,1,2,2,1,0.14,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,32.8,0.0,0.0,16.35,32.8,120.36697247706421
19_11_28,N.J,Nikita Gusev,12.6,0,3,3,1,0.13,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.400000000000002,0.0,0.0,15.149999999999999,30.400000000000002,120.39603960396042
19_11_28,MTL,Jesperi Kotkaniemi,12.083333333333,1,1,1,0,0.14,1.6166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,13.6999999999997,21.6,94.59854014598747
19_11_28,MTL,Shea Weber,19.95,0,1,5,3,0.05,1.6166666666667,0.0,0.0,0.0,0.0,0.0,3.95,0.0,0.0,0.0,1.0,0.0,20.8,0.0,1.6,25.516666666666698,22.400000000000002,52.67145656433698
19_11_28,MTL,Jeff Petry,18.733333333333,0,1,1,1,0.03,2.7666666666667,0.0,0.0,0.0,0.0,0.0,1.5333333333333,0.0,0.0,0.0,0.0,0.01,11.2,0.0,0.0,23.033333333333,11.2,29.175108538350635
19_11_28,N.J,Wayne Simmonds,11.75,0,1,1,1,0.87,2.9666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,14.7166666666667,11.2,45.66251415628528
19_11_28,N.J,Kyle Palmieri,13.466666666667,0,1,1,0,0.14,2.9666666666667,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,16.4333333333337,9.6,35.050709939147296
19_11_28,MTL,Tomas Tatar,15.083333333333,0,1,2,0,0.22,2.3833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,17.4666666666663,11.2,38.4732824427489
19_11_28,MTL,Brendan Gallagher,13.85,1,0,7,0,0.6,2.3833333333333,0.0,0.0,0.0,0.0,0.14,0.05,0.0,0.0,0.0,0.0,0.0,23.200000000000003,0.0,0.0,16.2833333333333,23.200000000000003,85.4861821903789
19_11_28,MTL,Mike Reilly,12.533333333333,0,1,3,1,0.05,1.2333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,0.0,0.0,13.7666666666663,14.4,62.76029055690239
19_11_28,MTL,Joel Armia,11.0,1,0,5,0,0.11,1.6166666666667,0.0,0.0,0.0,0.0,0.0,2.1333333333333,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,14.75,20.0,81.35593220338983
19_11_28,MTL,Phillip Danault,14.55,0,1,1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,17.3,9.6,33.29479768786127
19_11_28,N.J,Damon Severson,17.65,1,0,3,3,0.04,3.4333333333333,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,22.4833333333333,21.6,57.64269829503345
19_11_28,N.J,Will Butcher,15.666666666667,0,1,1,1,0.01,0.75,0.0,0.0,0.0,0.0,0.0,0.78333333333333,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,17.20000000000033,11.2,39.06976744185972
19_11_28,N.J,Miles Wood,11.666666666667,1,0,4,0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,11.666666666667,18.4,94.62857142856872
19_11_28,MTL,Artturi Lehkonen,12.366666666667,1,0,3,1,0.48,0.0,0.0,0.0,0.0,0.0,0.0,3.0666666666667,0.0,0.0,0.0,0.0,0.03,18.400000000000002,0.0,0.0,15.4333333333337,18.400000000000002,71.53347732181257
19_11_28,MTL,Max Domi,13.533333333333,0,1,1,1,0.05,1.6166666666667,0.0,0.0,1.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,11.2,1.6,0.0,15.2499999999997,12.799999999999999,50.360655737705905
19_11_28,N.J,Pavel Zacha,12.516666666667,0,1,2,0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,14.116666666667,11.2,47.60330578512284
19_11_28,MTL,Victor Mete,17.666666666667,0,1,1,0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,1.0,0.0,9.6,0.0,1.6,19.566666666666997,11.2,34.34412265758034
19_11_28,N.J,Nico Hischier,13.183333333333,0,1,4,0,0.57,2.95,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,14.4,0.0,0.0,17.433333333333,14.4,49.560229445507645
19_11_28,N.J,Jesper Boqvist,8.55,1,0,3,1,0.39,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.400000000000002,0.0,0.0,10.25,18.400000000000002,107.70731707317074
19_11_28,MTL,Nate Thompson,10.85,0,0,2,0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,14.0,3.2,13.714285714285715
19_11_28,N.J,Andy Greene,18.35,0,0,0,5,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3.0666666666667,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.6,21.466666666666704,9.6,26.832298136645914
19_11_28,N.J,P.K. Subban,16.15,0,0,0,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.93333333333333,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,20.08333333333333,1.6,4.780082987551869
19_11_28,N.J,Sami Vatanen,18.633333333333,0,0,2,4,0.01,3.0166666666667,0.0,0.0,1.0,0.0,0.03,1.8166666666667,0.0,0.0,0.0,1.0,0.0,9.600000000000001,1.6,1.6,23.4666666666664,12.8,32.7272727272731
19_11_28,MTL,Ben Chiarot,20.216666666667,0,0,5,2,0.08,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,24.316666666666997,11.2,27.63536668951299
19_11_28,MTL,Jordan Weal,10.816666666667,0,0,4,1,0.47,2.3833333333333,0.0,0.0,1.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.6,0.0,13.200000000000301,9.6,43.63636363636264
19_11_28,N.J,Taylor Hall,15.65,0,0,3,0,0.43,3.5,0.0,0.0,2.0,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,4.800000000000001,4.800000000000001,0.0,19.15,9.600000000000001,30.078328981723242
19_11_28,MTL,Nick Cousins,14.8,0,0,2,0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,14.8,3.2,12.972972972972974
19_11_28,N.J,Matt Tennyson,13.933333333333,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,13.933333333333,3.2,13.779904306220425
19_11_28,MTL,Charles Hudon,8.2,0,0,2,0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,8.2,3.2,23.414634146341466
19_11_28,MTL,Brett Kulak,11.116666666667,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.633333333333669,0.0,0.0
19_11_28,N.J,Jesper Bratt,12.05,0,0,0,0,0.0,0.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.133333333333333,0.0,0.0
19_11_28,MTL,Nick Suzuki,13.25,0,0,0,0,0.0,2.3833333333333,0.0,0.0,1.0,0.0,0.04,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,16.3833333333333,1.6,5.8596134282807855
