date,team,name,position,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60,SA,SV,GA,SV%,GSAA,xGA,xGSAA,win,SO
21_03_22,COL,Joonas Donskoi,R,11.533333333333,2.0,0.0,5.0,0.0,1.2,1.95,0.0,0.0,0.0,0.0,0.12,0.65,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,14.133333333332999,32.0,135.8490566037768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_22,CAR,Jesper Fast,R,13.6,1.0,1.0,1.0,0.0,0.16,1.4333333333333,0.0,0.0,0.0,0.0,0.0,1.0666666666667,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,16.099999999999998,21.6,80.49689440993791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_22,WPG,Adam Lowry,C,14.183333333333,2.0,0.0,4.0,1.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,1.2833333333333,0.0,0.0,0.0,0.0,0.04,32.0,0.0,0.0,15.466666666666299,32.0,124.1379310344857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_22,NYI,Jean-Gabriel Pageau,C,13.966666666667,0.0,2.0,2.0,0.0,0.14,0.8,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,1.0,0.0,19.2,0.0,1.6,16.816666666667,20.8,74.21209117938406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_22,OTT,Mike Reilly,D,20.883333333333,0.0,2.0,2.0,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,21.11666666666633,20.8,59.100236779795736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_22,COL,Valeri Nichushkin,R,14.066666666667,0.0,2.0,1.0,0.0,0.01,0.86666666666667,0.0,0.0,1.0,0.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,17.6,1.6,0.0,15.933333333333671,19.200000000000003,72.30125523012401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_22,CAR,Sebastian Aho,C,14.183333333333,0.0,2.0,3.0,0.0,0.14,2.15,0.0,0.0,0.0,0.0,0.0,2.0666666666667,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,18.3999999999997,20.8,67.82608695652286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_22,NYR,Artemi Panarin,L,17.65,0.0,2.0,3.0,0.0,0.19,2.7833333333333,0.0,1.0,3.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,20.8,13.3,0.0,20.433333333333298,34.1,100.13050570962498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_22,COL,Tyson Jost,C,12.933333333333,0.0,2.0,5.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,13.583333333333,24.0,106.0122699386529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_22,NYR,Kaapo Kakko,R,14.35,2.0,0.0,6.0,0.0,1.02,0.46666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,0.0,0.0,14.81666666666667,33.6,136.06299212598424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_22,WPG,Blake Wheeler,R,15.4,1.0,0.0,2.0,0.0,0.14,0.91666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,16.31666666666667,15.2,55.89376915219611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_22,WPG,Paul Stastny,C,15.35,1.0,0.0,1.0,1.0,0.15,0.91666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,16.26666666666667,15.2,56.065573770491795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_22,CGY,Milan Lucic,L,16.216666666667,0.0,1.0,0.0,0.0,0.0,0.23333333333333,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.0,0.04,8.0,0.0,1.6,17.05000000000033,9.6,33.782991202345386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_03_22,PHI,Claude Giroux,C,14.416666666667,0.0,1.0,2.0,0.0,0.03,1.6833333333333,0.0,0.0,1.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,11.2,1.6,0.0,16.1000000000003,12.799999999999999,47.70186335403638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
