date,team,name,position,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
19_10_19,COL,Colin Wilson,C,8.9166666666667,0,3,1,0,0.07,0.88333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,0.0,0.0,9.80000000000003,25.6,156.73469387755057
19_10_19,COL,Tyson Jost,C,10.083333333333,3,0,3,0,0.19,0.88333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8,0.0,0.0,10.96666666666633,40.8,223.22188449848707
19_10_19,L.A,Jeff Carter,C,9.3833333333333,1,1,3,0,0.23,5.7666666666667,0.0,0.0,1.0,0.0,0.25,2.0333333333333,0.0,0.0,0.0,0.0,0.0,24.8,1.6,0.0,17.1833333333333,26.400000000000002,92.18234723569368
19_10_19,DAL,Corey Perry,R,11.816666666667,1,1,1,0,0.07,1.2166666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,8.5,0.0,13.033333333333701,30.1,138.56777493605748
19_10_19,T.B,Kevin Shattenkirk,D,19.983333333333,0,2,1,0,0.01,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,21.233333333333,17.6,49.73312401883909
19_10_19,BUF,Marcus Johansson,L,13.216666666667,1,1,3,0,0.19,4.1166666666667,0.0,0.0,1.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,24.8,1.6,0.0,17.3333333333337,26.400000000000002,91.38461538461345
19_10_19,NYI,Brock Nelson,C,19.683333333333,1,1,3,1,0.31,0.0,0.0,0.0,0.0,0.0,0.0,1.1166666666667,0.0,0.0,0.0,0.0,0.0,26.400000000000002,0.0,0.0,20.7999999999997,26.400000000000002,76.15384615384727
19_10_19,TOR,Morgan Rielly,D,23.216666666667,2,0,5,4,0.27,0.0,0.0,0.0,0.0,0.0,0.0,2.7666666666667,0.0,0.0,0.0,0.0,0.0,38.4,0.0,0.0,25.9833333333337,38.4,88.67222578575885
19_10_19,COL,J.T. Compher,L,10.733333333333,0,2,1,0,0.07,1.1,0.0,0.0,0.0,0.0,0.0,1.2666666666667,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,13.0999999999997,17.6,80.61068702290261
19_10_19,NYI,Anthony Beauvillier,L,21.0,0,2,2,3,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,21.0,24.0,68.57142857142857
19_10_19,TOR,Mitchell Marner,C,17.55,0,2,3,0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,3.5833333333333,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,21.1333333333333,20.8,59.05362776025246
19_10_19,BUF,Henri Jokiharju,D,13.533333333333,0,2,2,0,0.03,0.28333333333333,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,15.166666666666329,19.2,75.95604395604565
19_10_19,S.J,Brent Burns,D,20.616666666667,0,1,4,1,0.09,3.6166666666667,0.0,0.0,1.0,0.0,0.06,4.4333333333333,0.0,0.0,0.0,1.0,0.0,16.0,1.6,1.6,28.666666666667,19.200000000000003,40.186046511627445
19_10_19,BOS,Patrice Bergeron,C,16.816666666667,0,1,5,0,0.64,4.8166666666667,0.0,0.0,1.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.6,0.0,21.633333333333702,17.6,48.81355932203307
19_10_19,MTL,Shea Weber,D,13.733333333333,1,0,1,0,1.33,3.8166666666667,0.0,1.0,0.0,0.0,0.06,4.0666666666667,0.0,0.0,0.0,0.0,0.0,13.6,8.5,0.0,21.616666666666397,22.1,61.341557440247485
19_10_19,ARI,Brad Richardson,R,12.45,0,1,2,1,0.16,0.33333333333333,0.0,0.0,0.0,0.0,0.0,1.0166666666667,0.0,0.0,0.0,0.0,0.0,12.799999999999999,0.0,0.0,13.80000000000003,12.799999999999999,55.652173913043356
19_10_19,MTL,Nate Thompson,C,10.783333333333,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4666666666667,0.0,0.0,2.0,0.0,0.35,11.2,0.0,3.2,13.2499999999997,14.399999999999999,65.20754716981278
19_10_19,ARI,Alex Goligoski,D,16.533333333333,0,1,2,2,0.93,3.35,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,14.399999999999999,8.5,0.0,21.183333333333003,22.9,64.86231313926143
19_10_19,BOS,Brad Marchand,C,17.733333333333,0,1,2,0,0.06,4.9,0.0,0.0,3.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,11.2,4.800000000000001,0.0,22.633333333333,16.0,42.4153166421214
19_10_19,BUF,Kyle Okposo,R,7.4666666666667,0,1,1,0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,7.4666666666667,9.6,77.1428571428568
19_10_19,PHI,Claude Giroux,R,17.9,0,1,6,0,0.19,3.5666666666667,0.0,0.0,1.0,0.0,0.03,0.4,0.0,0.0,0.0,0.0,0.0,17.6,1.6,0.0,21.866666666666696,19.200000000000003,52.68292682926823
19_10_19,T.B,Alex Killorn,C,15.15,0,1,1,0,0.02,0.5,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,18.05,9.6,31.911357340720215
19_10_19,DAL,Jamie Benn,L,12.8,0,1,2,0,0.1,0.66666666666667,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,13.96666666666667,11.2,48.11455847255368
19_10_19,COL,Ian Cole,D,18.3,0,1,0,1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,19.650000000000002,9.6,29.312977099236637
19_10_19,FLA,Colton Sceviour,C,10.883333333333,0,1,1,0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,14.083333333333002,9.6,40.89940828402463
19_10_19,STL,David Perron,L,13.3,1,0,3,0,0.25,2.8833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,16.1833333333333,16.8,62.28630278063864
19_10_19,T.B,Ryan McDonagh,D,18.433333333333,0,1,1,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,1.0,0.0,9.6,0.0,1.6,20.133333333333,11.2,33.37748344370916
19_10_19,TOR,Jake Muzzin,D,24.05,0,1,2,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,2.9666666666667,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,27.0166666666667,11.2,24.873534855027724
19_10_19,STL,Alex Pietrangelo,D,17.383333333333,0,1,4,1,0.16,2.75,0.0,0.0,2.0,0.0,0.06,3.9166666666667,0.0,0.0,0.0,0.0,0.0,16.0,3.2,0.0,24.0499999999997,19.2,47.90020790020849
