date,team,name,position,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
20_03_02,EDM,Leon Draisaitl,C,17.783333333333,3,1,6,0,0.52,0.16666666666667,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,53.6,14.1,0.0,17.949999999999672,67.7,226.29526462395958
20_03_02,EDM,Connor McDavid,C,17.833333333333,1,3,1,0,0.06,0.16666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6,8.5,0.0,17.999999999999673,46.1,153.66666666666944
20_03_02,EDM,Ryan Nugent-Hopkins,C,16.166666666667,0,3,1,0,0.1,0.16666666666667,0.0,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,25.6,0.0,0.0,18.98333333333367,25.6,80.91308165056925
20_03_02,EDM,Josh Archibald,R,13.333333333333,1,1,1,0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,1.0,0.0,0.0,21.6,0.0,1.6,14.683333333333,23.200000000000003,94.80136208853793
20_03_02,EDM,Darnell Nurse,D,23.666666666667,0,2,2,4,0.05,0.16666666666667,0.0,1.0,0.0,0.0,0.0,2.2333333333333,0.0,0.0,0.0,0.0,0.0,25.6,8.5,0.0,26.06666666666697,34.1,78.49104859334948
20_03_02,EDM,Kailer Yamamoto,R,16.95,1,1,2,1,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,16.95,24.8,87.78761061946904
20_03_02,DET,Alex Biega,D,16.666666666667,0,1,1,2,0.05,0.28333333333333,0.0,0.0,0.0,0.0,0.0,3.4833333333333,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,20.43333333333363,12.8,37.58564437194073
20_03_02,NSH,Nick Bonino,C,14.866666666667,1,0,2,1,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666667,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,15.033333333333669,16.8,67.0509977827036
20_03_02,NSH,Kyle Turris,C,15.416666666667,0,1,2,0,0.08,1.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,17.0833333333337,11.2,39.336585365852805
20_03_02,EDM,Tyler Ennis,C,14.116666666667,0,1,2,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.799999999999999,0.0,0.0,14.116666666667,12.799999999999999,54.403778040140395
20_03_02,NSH,Roman Josi,D,24.066666666667,1,0,3,1,0.1,1.9166666666667,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,18.400000000000002,0.0,0.0,25.9833333333337,18.400000000000002,42.48877485567612
20_03_02,NSH,Matt Duchene,C,10.933333333333,0,1,1,0,0.24,2.3333333333333,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,13.2666666666663,9.6,43.41708542713688
