date,team,name,evTOI,evG,evA,evSH,evBkS,evixG,ppTOI,ppG,ppA,ppSH,ppBkS,ppixG,pkTOI,pkG,pkA,pkSH,pkBkS,pkixG,evFP,ppFP,pkFP,TOI,FP,FP/60
20_03_03,PIT,Evgeni Malkin,12.9,0,3,0,0,0.0,5.6666666666667,0.0,1.0,0.0,0.0,0.0,0.13333333333333,0.0,0.0,0.0,0.0,0.0,24.0,8.5,0.0,18.700000000000028,32.5,104.27807486631
20_03_03,PIT,Jason Zucker,14.133333333333,1,2,3,0,0.34,3.75,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,32.8,0.0,0.0,17.883333333333,32.8,110.04659832246244
20_03_03,CHI,Dylan Strome,13.666666666667,2,1,5,0,0.79,0.31666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,13.98333333333367,40.0,171.63289630512102
20_03_03,CHI,Duncan Keith,17.666666666667,0,2,2,1,0.08,3.0333333333333,0.0,0.0,0.0,0.0,0.05,3.5833333333333,0.0,0.0,0.0,1.0,0.0,20.8,0.0,1.6,24.283333333333598,22.400000000000002,55.34660260809824
20_03_03,PIT,Sidney Crosby,15.066666666667,1,1,5,0,0.51,5.6666666666667,0.0,1.0,1.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,28.0,10.1,0.0,20.7333333333337,38.1,110.25723472668615
20_03_03,CHI,Patrick Kane,14.816666666667,1,1,4,1,0.53,3.2166666666667,0.0,0.0,1.0,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.0,28.0,1.6,0.0,18.1833333333337,29.6,97.67186067827485
20_03_03,VGK,Max Pacioretty,13.95,1,1,3,0,0.2,1.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,15.0166666666667,24.8,99.08990011098757
20_03_03,STL,Brayden Schenn,16.35,1,1,2,0,0.08,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,0.0,0.0,17.25,23.2,80.69565217391303
20_03_03,STL,Jaden Schwartz,16.55,1,1,1,1,0.97,0.9,0.0,0.0,2.0,0.0,0.26,0.13333333333333,0.0,0.0,0.0,0.0,0.0,23.200000000000003,3.2,0.0,17.58333333333333,26.400000000000002,90.08530805687208
20_03_03,PIT,Bryan Rust,9.5,2,0,3,1,0.35,4.1166666666667,1.0,0.0,2.0,0.0,0.17,3.5333333333333,0.0,0.0,0.0,0.0,0.0,30.400000000000002,15.7,0.0,17.15,46.1,161.28279883381924
20_03_03,MTL,Brendan Gallagher,13.833333333333,1,1,5,0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,13.833333333333,28.0,121.44578313253304
20_03_03,VGK,William Karlsson,13.05,1,1,2,0,0.24,0.83333333333333,0.0,0.0,0.0,0.0,0.0,1.1333333333333,0.0,0.0,0.0,0.0,0.0,23.2,0.0,0.0,15.01666666666663,23.2,92.69700332963396
20_03_03,S.J,Stefan Noesen,8.7,1,1,2,0,0.45,0.31666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,0.0,0.0,9.01666666666667,23.2,154.38077634011086
20_03_03,MTL,Phillip Danault,14.416666666667,0,2,1,0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,18.216666666667,17.6,57.96889295516821
20_03_03,PIT,Conor Sheary,14.133333333333,1,1,2,1,0.33,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,14.383333333333,24.8,103.45307068366405
20_03_03,MIN,Kevin Fiala,12.233333333333,1,1,3,0,0.27,7.3,0.0,0.0,4.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,24.8,6.4,0.0,19.533333333333,31.200000000000003,95.83617747440437
20_03_03,OTT,Colin White,15.15,0,2,1,1,0.09,3.15,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,19.200000000000003,0.0,0.0,18.7,19.200000000000003,61.604278074866315
20_03_03,TOR,Auston Matthews,17.933333333333,1,1,3,0,0.33,3.8333333333333,0.0,0.0,2.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,24.8,3.2,0.0,21.7666666666663,28.0,77.1822358346108
20_03_03,CHI,Alex Nylander,13.8,1,1,3,0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,13.8,24.8,107.82608695652173
20_03_03,CHI,Adam Boqvist,19.266666666667,0,2,1,2,0.05,0.78333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,20.05000000000033,20.8,62.244389027430394
20_03_03,S.J,Antti Suomela,8.4166666666667,1,1,3,0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,8.4166666666667,24.8,176.7920792079201
20_03_03,PIT,Patrick Marleau,10.366666666667,0,1,2,0,0.18,1.9666666666667,0.0,0.0,0.0,0.0,0.0,3.0333333333333,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,15.366666666667,11.2,43.731019522775625
20_03_03,MIN,Eric Staal,11.116666666667,0,1,0,0,0.04,7.9166666666667,0.0,0.0,0.0,0.0,0.0,0.23333333333333,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,19.26666666666703,8.0,24.91349480968811
20_03_03,MIN,Ryan Suter,15.866666666667,0,1,0,2,0.0,7.6833333333333,0.0,0.0,1.0,0.0,0.08,4.1833333333333,0.0,0.0,0.0,2.0,0.0,11.2,1.6,3.2,27.733333333333597,16.0,34.615384615384286
20_03_03,MIN,Zach Parise,8.7,1,0,1,0,0.12,8.4,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.6,0.0,17.1,15.2,53.33333333333332
20_03_03,WPG,Blake Wheeler,18.6,0,1,2,0,0.11,3.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,8.5,0.0,21.700000000000003,19.7,54.4700460829493
20_03_03,S.J,Marc-Edouard Vlasic,20.283333333333,0,1,1,2,0.02,0.0,0.0,0.0,0.0,0.0,0.0,2.9333333333333,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,23.2166666666663,12.8,33.07968413496104
20_03_03,PIT,Kris Letang,17.066666666667,0,1,2,1,0.08,4.3833333333333,0.0,0.0,0.0,1.0,0.0,3.2666666666667,0.0,0.0,0.0,0.0,0.0,12.799999999999999,1.6,0.0,24.716666666667003,14.399999999999999,34.95616992582555
20_03_03,VGK,Ryan Reaves,12.283333333333,1,0,2,0,0.35,0.066666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,12.349999999999666,15.2,73.84615384615583
20_03_03,BOS,Brad Marchand,10.35,1,0,1,0,0.13,2.3,0.0,0.0,0.0,0.0,0.0,0.56666666666667,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,13.216666666666669,13.6,61.74022698612862
20_03_03,BUF,Kyle Okposo,10.55,0,1,3,1,0.11,0.68333333333333,0.0,0.0,0.0,0.0,0.0,0.61666666666667,0.0,0.0,0.0,0.0,0.0,14.4,0.0,0.0,11.850000000000001,14.4,72.91139240506328
20_03_03,MTL,Jeff Petry,19.8,1,0,1,0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,3.2666666666667,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,23.066666666666702,13.6,35.375722543352545
20_03_03,NYI,Josh Bailey,15.183333333333,0,1,2,1,0.14,2.7333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.799999999999999,0.0,0.0,17.9166666666663,12.799999999999999,42.86511627907065
20_03_03,T.B,Tyler Johnson,11.583333333333,0,1,0,0,0.07,1.2666666666667,0.0,0.0,1.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.6,0.0,12.8499999999997,9.6,44.82490272373646
20_03_03,STL,Ryan O'Reilly,15.95,0,1,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,2.1166666666667,0.0,0.0,1.0,0.0,0.03,8.0,0.0,1.6,18.966666666666697,9.6,30.369068541300475
20_03_03,S.J,Evander Kane,16.366666666667,1,0,4,0,0.26,2.1833333333333,1.0,0.0,2.0,0.0,0.65,1.6,0.0,0.0,1.0,0.0,0.08,18.4,15.7,1.6,20.150000000000304,35.699999999999996,106.30272952853436
20_03_03,PIT,Brian Dumoulin,17.483333333333,0,1,0,1,0.0,0.23333333333333,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,1.0,0.0,9.6,0.0,1.6,19.86666666666633,11.2,33.825503355705266
20_03_03,ANA,Nicolas Deslauriers,11.5,0,1,2,2,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.399999999999999,0.0,0.0,11.5,14.399999999999999,75.13043478260869
20_03_03,MTL,Ben Chiarot,19.233333333333,0,1,0,1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.04,9.6,0.0,0.0,22.033333333333,9.6,26.142208774584354
20_03_03,TOR,Martin Marincin,15.566666666667,0,1,2,2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,2.1833333333333,0.0,0.0,0.0,0.0,0.0,14.399999999999999,0.0,0.0,17.7500000000003,14.399999999999999,48.676056338027344
20_03_03,BUF,Johan Larsson,10.583333333333,0,1,1,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0833333333333,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,11.6666666666663,9.6,49.37142857143012
20_03_03,MTL,Jordan Weal,13.016666666667,1,0,2,0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,13.016666666667,15.2,70.0640204865539
20_03_03,BOS,Charlie Coyle,15.0,0,1,1,0,0.05,1.55,0.0,0.0,0.0,0.0,0.0,1.1666666666667,0.0,0.0,0.0,0.0,0.11,9.6,0.0,0.0,17.7166666666667,9.6,32.511759172154214
20_03_03,NYI,Brock Nelson,13.483333333333,1,0,1,0,0.18,4.1166666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,8.5,0.0,17.5999999999997,22.1,75.34090909091037
20_03_03,OTT,Mike Reilly,15.25,0,1,1,0,0.03,2.1,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,17.35,9.6,33.19884726224784
20_03_03,T.B,Barclay Goodrow,11.2,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81666666666667,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,12.01666666666667,8.0,39.944521497919546
20_03_03,BOS,Torey Krug,14.916666666667,0,1,1,1,0.01,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,17.666666666667,11.2,38.03773584905589
20_03_03,STL,Colton Parayko,20.483333333333,0,1,3,0,0.08,0.46666666666667,1.0,0.0,1.0,0.0,0.08,0.88333333333333,0.0,0.0,0.0,0.0,0.0,12.8,14.1,0.0,21.833333333332998,26.9,73.92366412213855
20_03_03,MTL,Charles Hudon,15.2,1,0,2,0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,15.2,15.2,60.0
20_03_03,OTT,Connor Brown,10.6,1,0,1,0,0.07,4.1666666666667,0.0,0.0,0.0,0.0,0.0,5.2666666666667,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,20.0333333333334,13.6,40.7321131447586
20_03_03,ANA,Christian Djoos,18.333333333333,0,1,1,2,0.01,2.2333333333333,0.0,0.0,1.0,0.0,0.08,3.25,0.0,0.0,0.0,0.0,0.0,12.8,1.6,0.0,23.8166666666663,14.4,36.27711686494108
20_03_03,ANA,Carter Rowney,11.616666666667,1,0,1,1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1.2666666666667,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,12.883333333333699,15.2,70.78913324708725
20_03_03,MTL,Artturi Lehkonen,17.033333333333,0,1,1,2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0833333333333,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,19.1166666666663,12.8,40.17436791630417
20_03_03,VGK,William Carrier,11.5,0,1,1,0,0.25,0.066666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,11.566666666666666,9.6,49.79827089337176
20_03_03,BUF,Rasmus Ristolainen,17.383333333333,1,0,3,0,0.13,1.9833333333333,0.0,0.0,0.0,0.0,0.0,1.6333333333333,0.0,0.0,1.0,1.0,0.0,16.8,0.0,3.2,20.9999999999996,20.0,57.14285714285823
20_03_03,S.J,Melker Karlsson,11.55,0,1,0,0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,2.0833333333333,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,13.6333333333333,8.0,35.207823960880276
20_03_03,VGK,Tomas Nosek,12.25,0,1,0,1,0.0,0.066666666666667,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,1.0,0.0,9.6,0.0,1.6,14.566666666666666,11.2,46.13272311212815
20_03_03,ANA,Sonny Milano,13.033333333333,0,1,2,1,0.16,3.1833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.799999999999999,0.0,0.0,16.2166666666663,12.799999999999999,47.35868448098771
20_03_03,BOS,David Pastrnak,10.483333333333,0,1,3,1,0.27,2.0333333333333,0.0,0.0,2.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,14.4,3.2,0.0,12.5166666666663,17.6,84.3675099866869
20_03_03,OTT,Jayce Hawryluk,11.083333333333,1,0,3,0,0.4,1.2166666666667,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,12.6999999999997,16.8,79.37007874015936
