"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"62","Austin Watson","OTT","L","1","1.2333333333333","1.2333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48.65","0.00"
"63","Riley Sheahan","BUF","C","1","4.4833333333333","4.4833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.38","26.77","446.10"
"64","Zach Hyman","TOR","L","1","0.7","0.7","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"65","Erik Gudbranson","OTT","D","1","1.35","1.35","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"66","Ryan Johansen","NSH","C","1","0.56666666666667","0.56666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105.88","0","10588.24"
"67","Mikael Granlund","NSH","C","1","0.48333333333333","0.48333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"68","Joakim Nordstrom","CGY","C","1","3.2833333333333","3.2833333333333","0","0","0","0","0","-","18.27","0.00","1.59","18.27","18.27","18.27","18.27","0","0","0","0","0","0","0","0","0","18.27","18.27","18.27","0","0","0","-"
"69","Jesper Fast","CAR","R","1","2.4333333333333","2.4333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.66","0","0","0","-"
"70","Dylan DeMelo","WPG","D","1","1.2666666666667","1.2666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"71","Johnny Gaudreau","CGY","L","1","0.2","0.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"72","Tobias Rieder","BUF","L","1","1.4","1.4","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"73","Vincent Trocheck","CAR","C","1","0.65","0.65","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","369.23","0","9230.77"
"74","Adam Lowry","WPG","C","1","1.15","1.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52.17","0.00"
"75","Blake Coleman","T.B","C","1","1.2","1.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"76","Boone Jenner","CBJ","C","1","2.4833333333333","2.4833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","24.16","0","0","0","0","72.48","48.32","1449.66"
"77","Joel Edmundson","MTL","D","1","1.8333333333333","1.8333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"78","Ryan Strome","NYR","C","1","1.1166666666667","1.1166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"79","Mika Zibanejad","NYR","C","1","3.5166666666667","3.5166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","17.06","17.06","0","0","0","17.06","51.18","426.54"
"80","Sean Couturier","PHI","C","1","1.2666666666667","1.2666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.37","0","4736.84"
"81","Dougie Hamilton","CAR","D","1","2.85","2.85","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.05","0","0","0","0","-"
"82","Jamie Oleksiak","DAL","D","1","1.55","1.55","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"83","J.T. Miller","VAN","C","1","2","2","0","0","0","0","0","-","0","-","0","30","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","0.00"
"84","Nathan Beaulieu","WPG","D","1","0.55","0.55","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","109.09","0","0","-"
"85","Connor Murphy","CHI","D","1","1.3333333333333","1.3333333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","0","0","-"
"86","Phillip Danault","MTL","C","1","2.0333333333333","2.0333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59.02","0.00"
"87","Vladislav Namestnikov","DET","C","1","1.6166666666667","1.6166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37.11","0","0","0","-"
"88","Colin Miller","BUF","D","1","1.1166666666667","1.1166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"89","Barclay Goodrow","T.B","C","1","2.3666666666667","2.3666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25.35","0.00"
"90","Luke Glendening","DET","C","1","0.61666666666667","0.61666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.3","0.00"
"91","Yanni Gourde","T.B","C","1","1.65","1.65","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36.36","0","3636.36"
"92","Brady Skjei","CAR","D","1","3.9333333333333","3.9333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"93","Tanner Pearson","VAN","L","1","0.51666666666667","0.51666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","116.13","0","0","-"
"94","Scott Laughton","PHI","C","1","1.3","1.3","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"95","Mark Jankowski","PIT","C","1","0.66666666666667","0.66666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","0.00"
"96","Cody Ceci","PIT","D","1","0.78333333333333","0.78333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"97","Radek Faksa","DAL","C","1","2.3166666666667","2.3166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25.9","25.9","25.9","1294.96"
"98","Esa Lindell","DAL","D","1","2.6333333333333","2.6333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","22.78","0","22.78","0","22.78","0","0","-"
"99","Chris Tierney","OTT","C","1","0.76666666666667","0.76666666666667","0","0","0","0","0","-","78.26","0.00","4.72","78.26","78.26","78.26","0","0","0","0","0","0","0","0","0","0","78.26","0","0","0","0","0","-"
"100","Jordan Martinook","CAR","L","1","2","2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0.00"
"101","Damon Severson","N.J","D","1","0.65","0.65","0","0","0","0","0","-","0","-","3.17","92.31","92.31","92.31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"102","Colton Sissons","NSH","C","1","2.7333333333333","2.7333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.95","43.9","43.9","1097.56"
"103","Teddy Blueger","PIT","C","1","1.9333333333333","1.9333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31.03","0","3103.45"
"104","Brock McGinn","CAR","L","1","2.25","2.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"105","Jaccob Slavin","CAR","D","1","3.2166666666667","3.2166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.65","18.65","0","0","-"
"106","Cedric Paquette","CAR","C","1","1","1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","60","0","0","0","0","0","60","0.00"
"107","Matthew Benning","NSH","D","1","4.0333333333333","4.0333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.88","0","0","-"
"108","Connor Brown","OTT","R","1","0.76666666666667","0.76666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"109","Alexander Kerfoot","TOR","C","1","0.53333333333333","0.53333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","112.5","0","0","0","0","225","0.00"
"110","Nate Schmidt","VAN","D","1","1.2166666666667","1.2166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"111","Michael Raffl","PHI","L","1","1.5166666666667","1.5166666666667","0","0","0","0","0","-","39.56","0.00","4.34","39.56","39.56","39.56","39.56","0","0","0","0","0","0","0","0","0","0","39.56","0","0","0","0","-"
"112","MacKenzie Weegar","FLA","D","1","1.3166666666667","1.3166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.14","0","0","-"
"113","Pavel Buchnevich","NYR","R","1","3.6833333333333","3.6833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.29","16.29","16.29","0","0","-"
"114","Mattias Janmark","CHI","C","1","0.48333333333333","0.48333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"115","Miles Wood","N.J","L","1","0.066666666666667","0.066666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"116","Nick Paul","OTT","L","1","1.2333333333333","1.2333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48.65","0","4864.86"
"117","Ben Harpur","NSH","D","1","0.7","0.7","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"118","Jason Dickinson","DAL","C","1","2.1333333333333","2.1333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"119","Robert Hagg","PHI","D","1","0.55","0.55","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"120","Artturi Lehkonen","MTL","L","1","0.61666666666667","0.61666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"121","Brett Pesce","CAR","D","1","3.5333333333333","3.5333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"122","Aleksander Barkov","FLA","C","1","0.16666666666667","0.16666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","360","0","36000.00"
"123","Seth Jones","CBJ","D","1","1.1166666666667","1.1166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"124","Elias Lindholm","CGY","C","1","3.6666666666667","3.6666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.36","32.73","545.45"
"125","Sean Monahan","CGY","C","1","0.2","0.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
